elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
0.856,0.3301,0.2964,-0.1048,0.0,0.0,0.6981,0.4437,1.922,0.0335,1.0563,0.0,0.9231,0.9231,straight,False
1.131,0.3343,0.296,-0.1048,0.0,0.0,0.6981,0.4465,1.522,0.0266,1.0535,0.0,0.9391,0.9391,straight,False
1.331,0.3572,0.2936,-0.1048,0.0,0.0,0.6981,0.4623,0.581,0.0101,1.0377,0.0,0.9768,0.9768,straight,False
1.531,0.3999,0.2891,-0.1048,0.0,0.0,0.6981,0.4935,4.14,0.0722,1.0065,0.0,0.8344,0.8344,straight,False
1.83,0.5014,0.2784,-0.1048,0.0,0.0,0.6981,0.5735,10.957,0.1912,0.9265,0.0735,0.5617,0.6352,straight,True
2.03,0.5936,0.2687,-0.1048,0.0,0.0,0.6981,0.6516,15.648,0.2731,0.8484,0.1516,0.3741,0.5257,fast_left,True
2.336,0.7357,0.2539,-0.0976,0.0,0.0,0.6981,0.7783,20.959,0.3658,0.7217,0.2783,0.1616,0.4399,fast_left,True
2.636,0.8613,0.244,-0.0496,0.0002,0.0001,0.6981,0.895,24.191,0.4222,0.605,0.395,0.0324,0.4273,fast_left,True
2.936,0.9872,0.2427,0.0434,0.0921,0.0773,0.6981,0.9103,29.529,0.5154,0.5897,0.4103,-0.1812,0.2291,fast_left,True
3.236,1.1124,0.2558,0.1802,0.1841,0.1545,0.6981,0.9339,33.771,0.5894,0.5661,0.4339,-0.3509,0.083,fast_left,True
3.538,1.2344,0.2869,0.3302,0.276,0.2316,0.6981,0.96,36.695,0.6405,0.54,0.46,-0.4678,-0.0078,fast_straight,True
3.839,1.3554,0.3383,0.4746,0.3679,0.3087,0.6981,0.988,38.28,0.6681,0.512,0.488,-0.5312,-0.0432,fast_left,True
4.136,1.4933,0.4189,0.5908,0.4598,0.3858,0.6981,1.0341,38.166,0.6661,0.4659,0.5341,-0.5267,0.0074,fast_left,True
4.448,1.5977,0.4989,0.7352,0.5517,0.4629,0.6981,1.0466,38.03,0.6637,0.4534,0.5466,-0.5212,0.0254,fast_left,True
4.742,1.6849,0.5897,0.8852,0.6437,0.5402,0.6981,1.0423,37.276,0.6506,0.4577,0.5423,-0.491,0.0513,fast_left,True
5.032,1.7576,0.6925,1.0352,0.7355,0.6171,0.6981,1.0249,35.786,0.6246,0.4751,0.5249,-0.4314,0.0935,fast_straight,True
5.232,1.7977,0.7676,1.134,0.7968,0.6686,0.6981,1.0058,34.35,0.5995,0.4942,0.5058,-0.374,0.1318,fast_right,True
5.547,1.8523,0.9049,1.251,0.8889,0.7458,0.6981,0.9764,30.627,0.5345,0.5236,0.4764,-0.2251,0.2513,fast_right,True
5.836,1.8877,1.027,1.323,0.9807,0.8229,0.6981,0.9297,27.319,0.4768,0.5703,0.4297,-0.0928,0.337,fast_right,True
6.143,1.9166,1.1496,1.35,1.0726,0.9,0.6981,0.8801,23.527,0.4106,0.6199,0.3801,0.0589,0.439,fast_straight,True
6.432,1.9459,1.2779,1.343,1.1645,0.9513,-0.6981,0.847,62.687,1.0941,0.653,0.347,-1.0,-0.653,fast_right,False
6.632,1.97,1.3818,1.3418,1.2257,0.8999,-0.6981,0.8867,72.923,1.2727,0.6133,0.3867,-1.0,-0.6133,fast_right,False
6.832,1.9921,1.4742,1.3248,1.287,0.8484,-0.6981,0.9427,81.591,1.424,0.5573,0.4427,-1.0,-0.5573,fast_right,False
7.041,2.0137,1.5553,1.2878,1.3484,0.7969,-0.6981,1.0089,88.74,1.5488,0.4911,0.5089,-1.0,-0.4911,fast_right,False
7.341,2.0537,1.6748,1.1948,1.4403,0.7198,-0.6981,1.135,97.289,1.698,0.365,0.635,-1.0,-0.365,fast_right,False
7.632,2.1069,1.7889,1.058,1.5322,0.6427,-0.6981,1.2822,103.368,1.8041,0.2178,0.7822,-1.0,-0.2178,right,False
7.937,2.1721,1.8883,0.908,1.6241,0.5656,-0.6981,1.4318,107.498,1.8762,0.0682,0.9318,-1.0,-0.0682,right,False
8.232,2.2423,1.9663,0.758,1.716,0.4884,-0.6981,1.5687,110.4,1.9268,0.0687,0.9313,-1.0,-0.0687,right,False
