elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
0.446,0.3011,-0.1483,0.0808,0.5,-1.0,0.0,0.8747,103.145,1.8002,0.6253,0.3747,-1.0,-0.6253,fast_left,False
0.747,0.3067,-0.1478,0.0864,0.5,-1.0,0.0,0.8739,102.781,1.7939,0.6261,0.3739,-1.0,-0.6261,fast_left,False
1.048,0.3514,-0.143,0.1314,0.5,-1.0,0.0,0.8698,99.836,1.7425,0.6302,0.3698,-1.0,-0.6302,fast_left,False
1.343,0.44,-0.1275,0.2214,0.5,-1.0,0.0,0.8746,93.931,1.6394,0.6254,0.3746,-1.0,-0.6254,fast_left,False
1.647,0.5591,-0.093,0.3558,0.5,-1.0,0.0,0.9089,86.274,1.5058,0.5911,0.4089,-1.0,-0.5911,fast_left,False
1.848,0.6364,-0.0603,0.4558,0.5,-1.0,0.0,0.9496,81.743,1.4267,0.5504,0.4496,-1.0,-0.5504,fast_left,False
2.154,0.7453,0.0029,0.6058,0.5,-1.0,0.0,1.0325,76.259,1.331,0.4675,0.5325,-1.0,-0.4675,fast_left,False
2.443,0.8435,0.0817,0.7558,0.5,-1.0,0.0,1.1349,72.384,1.2633,0.3651,0.6349,-1.0,-0.3651,fast_straight,False
2.644,0.9023,0.1424,0.8552,0.5001,-1.0,0.0,1.2111,70.605,1.2323,0.2889,0.7111,-1.0,-0.2889,fast_right,False
2.849,0.9634,0.2187,0.9402,0.5803,-1.0,0.0,1.2775,72.549,1.2662,0.2225,0.7775,-1.0,-0.2225,fast_right,False
3.152,1.0362,0.3283,1.0302,0.7003,-1.0,0.0,1.3701,75.812,1.3232,0.1299,0.8701,-1.0,-0.1299,right,False
3.452,1.0963,0.4342,1.0752,0.8204,-1.0,0.0,1.4605,79.11,1.3807,0.0395,0.9605,-1.0,-0.0395,right,False
3.751,1.1459,0.5268,1.0752,0.9405,-1.0,0.0,1.5405,82.34,1.4371,0.0405,0.9595,-1.0,-0.0405,right,False
4.067,1.1974,0.6183,1.0302,1.0603,-1.0,0.0,1.6241,85.159,1.4863,0.1241,0.8759,-1.0,-0.1241,right,False
4.351,1.2548,0.7061,0.9402,1.1802,-1.0,0.0,1.7078,87.496,1.5271,0.2078,0.7922,-1.0,-0.2078,right,False
4.655,1.3216,0.7871,0.8058,1.3003,-1.0,0.0,1.7872,89.317,1.5589,0.2872,0.7128,-1.0,-0.2872,right,False
4.955,1.3993,0.8575,0.6558,1.4203,-1.0,0.0,1.8576,90.645,1.5821,0.3576,0.6424,-1.0,-0.3576,right,False
5.253,1.4868,0.9155,0.5058,1.5404,-1.0,0.0,1.9162,91.603,1.5988,0.4162,0.5838,-1.0,-0.4162,fast_right,False
5.555,1.5857,0.9613,0.3558,1.6603,-1.0,0.0,1.9628,92.176,1.6088,0.4628,0.5372,-1.0,-0.4628,right,False
5.857,1.7024,0.9959,0.2058,1.7803,-1.0,0.0,1.9974,92.235,1.6098,0.4974,0.5026,-1.0,-0.4974,fast_right,False
6.207,1.8106,1.0104,0.0558,1.9004,-1.0,0.0,2.0124,92.558,1.6154,0.5124,0.4969,-1.0,-0.5031,right,False
6.362,1.8106,1.0104,0.0558,1.9401,-1.0,0.0,2.0146,93.686,1.6351,0.5146,0.4964,-1.0,-0.5036,fast_right,False
6.648,2.0085,0.9983,-0.1942,2.1001,-1.0,0.0,2.0004,92.626,1.6166,0.5004,0.4999,-1.0,-0.5001,fast_right,False
6.858,2.09,0.9784,-0.2942,2.1804,-1.0,0.0,1.9805,92.614,1.6164,0.4805,0.5195,-1.0,-0.4805,fast_right,False
7.157,2.2077,0.9336,-0.4442,2.3003,-1.0,0.0,1.9358,92.743,1.6187,0.4358,0.5642,-1.0,-0.4358,fast_right,False
7.455,2.3173,0.8717,-0.5942,2.4203,-1.0,0.0,1.8745,93.151,1.6258,0.3745,0.6255,-1.0,-0.3745,fast_right,False
7.755,2.4164,0.7941,-0.7442,2.5,-0.9597,1.5708,1.7558,2.729,0.0476,0.2558,0.7442,0.8908,1.635,fast_left,True
8.055,2.5029,0.7026,-0.89,2.5,-0.8396,1.5708,1.5422,0.106,0.0018,0.0422,0.9578,0.9958,1.9536,left,True
