elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
1.128,0.1184,0.0873,-0.171,0.5,-1.0,0.0,1.1523,109.338,1.9083,0.3477,0.6523,-1.0,-0.3477,fast_left,False
1.417,0.1226,0.0866,-0.1668,0.5,-1.0,0.0,1.1503,109.155,1.9051,0.3497,0.6503,-1.0,-0.3497,left,False
1.618,0.1453,0.083,-0.1438,0.5,-1.0,0.0,1.1396,108.135,1.8873,0.3604,0.6396,-1.0,-0.3604,fast_left,False
1.917,0.2168,0.0751,-0.0718,0.5,-1.0,0.0,1.1118,104.756,1.8283,0.3882,0.6118,-1.0,-0.3882,fast_left,False
2.117,0.2898,0.0722,0.0012,0.5,-1.0,0.0,1.0927,101.093,1.7644,0.4073,0.5927,-1.0,-0.4073,fast_left,False
2.426,0.4154,0.0805,0.144,0.5,-1.0,0.0,1.0838,94.478,1.6489,0.4162,0.5838,-1.0,-0.4162,fast_left,False
2.724,0.5384,0.1072,0.294,0.5,-1.0,0.0,1.1079,88.014,1.5361,0.3921,0.6079,-1.0,-0.3921,fast_left,False
3.021,0.656,0.152,0.444,0.5402,-1.0,0.0,1.1579,84.257,1.4706,0.3421,0.6579,-1.0,-0.3421,fast_left,False
3.317,0.7656,0.2139,0.594,0.6601,-1.0,0.0,1.2185,85.031,1.4841,0.2815,0.7185,-1.0,-0.2815,fast_left,False
3.624,0.8648,0.2915,0.744,0.7803,-1.0,0.0,1.2943,86.255,1.5054,0.2057,0.7943,-1.0,-0.2057,fast_right,False
3.925,0.9513,0.383,0.8898,0.9003,-1.0,0.0,1.3839,87.888,1.5339,0.1161,0.8839,-1.0,-0.1161,right,False
4.227,1.0228,0.4815,0.9978,1.0204,-1.0,0.0,1.4815,89.907,1.5692,0.0185,0.9815,-1.0,-0.0185,right,False
4.524,1.0768,0.5715,1.0608,1.1403,-1.0,0.0,1.5728,92.313,1.6112,0.0728,0.9272,-1.0,-0.0728,right,False
4.833,1.1269,0.6638,1.0788,1.2603,-1.0,0.0,1.6691,94.582,1.6508,0.1691,0.8309,-1.0,-0.1691,right,False
5.132,1.1773,0.7559,1.0518,1.3803,-1.0,0.0,1.7676,96.594,1.6859,0.2676,0.7324,-1.0,-0.2676,right,False
5.428,1.2321,0.8455,0.9798,1.5003,-1.0,0.0,1.8648,98.269,1.7151,0.3648,0.6352,-1.0,-0.3648,right,False
5.804,1.2949,0.9295,0.8628,1.6203,-1.0,0.0,1.9567,99.57,1.7378,0.4567,0.5433,-1.0,-0.4567,right,False
5.959,1.2949,0.9295,0.8628,1.6601,-1.0,0.0,1.9638,100.717,1.7578,0.4638,0.5362,-1.0,-0.4638,right,False
6.231,1.4234,1.0477,0.614,1.8203,-1.0,0.0,2.0858,100.97,1.7623,0.5858,0.4785,-1.0,-0.5215,right,False
6.53,1.5131,1.102,0.464,1.9403,-1.0,0.0,2.145,101.486,1.7713,0.645,0.4638,-1.0,-0.5362,right,False
6.82,1.61,1.1423,0.314,2.0601,-1.0,0.0,2.189,101.866,1.7779,0.689,0.4527,-1.0,-0.5473,right,False
7.129,1.7118,1.1676,0.164,2.1803,-1.0,0.0,2.2177,102.196,1.7837,0.7177,0.4456,-1.0,-0.5544,right,False
7.432,1.8162,1.1775,0.014,2.3003,-1.0,0.0,2.2306,102.534,1.7896,0.7306,0.4423,-1.0,-0.5577,right,False
