elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
0.405,0.3785,-0.0972,0.0271,2.0,0.0,0.0,1.6244,176.571,3.0817,0.1244,0.8756,-1.0,-0.1244,fast_left,False
0.697,0.3827,-0.0971,0.0313,2.0,0.0,0.0,1.6202,176.566,3.0817,0.1202,0.8798,-1.0,-0.1202,left,False
1.004,0.4246,-0.0949,0.0733,2.0,0.0,0.0,1.5782,176.552,3.0814,0.0782,0.9218,-1.0,-0.0782,left,False
1.304,0.5108,-0.0851,0.1603,2.0,0.0,0.0,1.4916,176.73,3.0845,0.0084,0.9916,-1.0,-0.0084,left,False
1.605,0.6133,-0.0624,0.2921,2.0,0.0,0.0,1.3881,177.425,3.0966,0.1119,0.8881,-1.0,-0.1119,left,False
1.906,0.7114,-0.0252,0.4421,2.0,0.0,0.0,1.2889,178.879,3.122,0.2111,0.7889,-1.0,-0.2111,left,False
2.197,0.8028,0.0262,0.5921,2.0,0.0,0.0,1.1975,178.747,3.1197,0.3025,0.6975,-1.0,-0.3025,left,False
2.508,0.8856,0.0907,0.7421,2.0,0.0,0.0,1.1181,175.348,3.0604,0.3819,0.6181,-1.0,-0.3819,fast_left,False
2.804,0.9605,0.17,0.8921,2.0,0.0,0.0,1.0533,170.712,2.9795,0.4467,0.5533,-1.0,-0.4467,fast_left,False
3.104,1.0325,0.2733,1.0421,2.0,0.0,0.0,1.0054,164.228,2.8663,0.4946,0.5054,-1.0,-0.4946,fast_left,False
3.405,1.0882,0.3861,1.1921,2.0,0.0,0.0,0.9902,157.048,2.741,0.5098,0.4902,-1.0,-0.5098,fast_right,False
3.779,1.1265,0.5061,1.3379,2.0,0.0,0.0,1.0095,149.915,2.6165,0.4905,0.5095,-1.0,-0.4905,right,False
3.932,1.1265,0.5061,1.3379,2.0,0.0,0.0,1.0095,149.915,2.6165,0.4905,0.5095,-1.0,-0.4905,fast_right,False
4.199,1.1563,0.7026,1.4929,2.0,0.0,0.0,1.098,140.214,2.4472,0.402,0.598,-1.0,-0.402,fast_right,False
4.51,1.1637,0.8282,1.5259,2.0,0.0,0.0,1.177,135.281,2.3611,0.323,0.677,-1.0,-0.323,right,False
4.81,1.1693,0.9498,1.5139,2.0,0.0,0.0,1.2618,131.17,2.2894,0.2382,0.7618,-1.0,-0.2382,right,False
5.11,1.1777,1.0545,1.4569,2.0,0.0,0.0,1.3372,127.947,2.2331,0.1628,0.8372,-1.0,-0.1628,right,False
5.408,1.1942,1.1581,1.3549,2.0,0.0,0.0,1.4109,124.828,2.1787,0.0891,0.9109,-1.0,-0.0891,fast_right,False
5.71,1.2246,1.2629,1.2121,2.0,0.0,0.0,1.482,121.548,2.1214,0.018,0.982,-1.0,-0.018,right,False
5.998,1.275,1.3737,1.0621,2.0,0.0,0.0,1.5533,117.824,2.0564,0.0533,0.9467,-1.0,-0.0533,fast_right,False
6.198,1.3121,1.4337,0.9621,2.0,0.0,0.0,1.5902,115.631,2.0181,0.0902,0.9098,-1.0,-0.0902,right,False
6.398,1.3616,1.4983,0.8621,2.0,0.0,0.0,1.6286,113.077,1.9736,0.1286,0.8714,-1.0,-0.1286,right,False
6.598,1.4108,1.5508,0.7621,2.0,0.0,0.0,1.6589,110.802,1.9339,0.1589,0.8411,-1.0,-0.1589,fast_right,False
6.908,1.4961,1.6211,0.6121,2.0,0.0,0.0,1.6976,107.267,1.8722,0.1976,0.8024,-1.0,-0.1976,right,False
7.204,1.6002,1.6841,0.4621,2.0,0.0,0.0,1.7309,103.354,1.8039,0.2309,0.7691,-1.0,-0.2309,right,False
7.51,1.6972,1.7241,0.3121,2.0,0.0,0.0,1.7505,99.962,1.7447,0.2505,0.7495,-1.0,-0.2505,right,False
7.808,1.799,1.7493,0.1621,2.0,0.0,0.0,1.7608,96.554,1.6852,0.2608,0.7392,-1.0,-0.2608,right,False
8.11,1.9035,1.7589,0.0121,2.0,0.0,0.0,1.7616,93.141,1.6256,0.2616,0.7384,-1.0,-0.2616,right,False
8.409,2.0082,1.7529,-0.1379,2.0,0.0,0.0,1.7529,89.732,1.5661,0.2529,0.7471,-1.0,-0.2529,right,False
8.708,2.1108,1.7312,-0.2879,2.0,0.0,0.0,1.7348,86.337,1.5069,0.2348,0.7652,-1.0,-0.2348,fast_right,False
9.011,2.2129,1.6928,-0.4379,2.0,0.0,0.0,1.7061,82.83,1.4457,0.2061,0.7939,-1.0,-0.2061,right,False
9.312,2.3194,1.6338,-0.5879,2.0,0.0,0.0,1.6647,78.939,1.3777,0.1647,0.8353,-1.0,-0.1647,right,False
9.61,2.4024,1.5696,-0.7379,2.0,0.0,0.0,1.6204,75.622,1.3198,0.1204,0.8796,-1.0,-0.1204,fast_left,False
9.969,2.4776,1.4907,-0.8837,2.0,0.0,0.0,1.5653,72.233,1.2607,0.0653,0.9347,-1.0,-0.0653,left,False
10.125,2.4776,1.4907,-0.8837,2.0,0.0,0.0,1.5653,72.233,1.2607,0.0653,0.9347,-1.0,-0.0653,left,False
10.409,2.5891,1.3297,-1.0387,2.0,0.0,0.0,1.4543,66.105,1.1538,0.0457,0.9543,-1.0,-0.0457,left,False
10.71,2.6406,1.2382,-1.0717,2.0,0.0,0.0,1.3941,62.644,1.0933,0.1059,0.8941,-1.0,-0.1059,fast_left,False
11.008,2.6931,1.1424,-1.0597,2.0,0.0,0.0,1.3362,58.756,1.0255,0.1638,0.8362,-1.0,-0.1638,fast_left,False
11.311,2.7572,1.034,-1.0027,2.0,0.0,0.0,1.2816,53.784,0.9387,0.2184,0.7816,-1.0,-0.2184,fast_left,False
11.61,2.8295,0.9309,-0.9007,2.0,0.0,0.0,1.2468,48.295,0.8429,0.2532,0.7468,-0.9318,-0.1849,fast_left,True
11.908,2.9139,0.8374,-0.7579,2.0,0.0,0.0,1.2396,42.5,0.7418,0.2604,0.7396,-0.7,0.0396,fast_left,True
12.211,3.0112,0.7575,-0.6079,2.0,0.0,0.0,1.2634,36.839,0.643,0.2366,0.7634,-0.4735,0.2899,fast_left,True
12.509,3.1193,0.693,-0.4579,2.0,0.0,0.0,1.3164,31.764,0.5544,0.1836,0.8164,-0.2706,0.5459,fast_left,True
12.81,3.2358,0.6454,-0.3079,2.0,0.0,0.0,1.3942,27.576,0.4813,0.1058,0.8942,-0.103,0.7911,fast_right,True
13.104,3.3581,0.6157,-0.1621,2.0,0.0,0.0,1.4911,24.386,0.4256,0.0089,0.9911,0.0246,1.0157,fast_right,True
13.41,3.4833,0.6021,-0.0541,2.0,0.0,0.0,1.6008,22.092,0.3856,0.1008,0.8992,0.1163,1.0155,fast_right,True
13.712,3.6093,0.5994,0.0089,2.0,0.0,0.0,1.7173,20.43,0.3566,0.2173,0.7827,0.1828,0.9655,fast_right,True
14.009,3.7352,0.6021,0.0269,2.0,0.0,0.0,1.8367,19.135,0.334,0.3367,0.6633,0.2346,0.8979,fast_right,True
14.308,3.8612,0.6043,-0.0001,2.0,0.0,0.0,1.9569,17.989,0.314,0.4569,0.5431,0.2804,0.8236,fast_right,True
14.611,3.9871,0.6006,-0.0721,2.0,0.0,0.0,2.0759,16.816,0.2935,0.5759,0.481,0.3273,0.8084,right,True
14.898,4.108,0.5858,-0.1891,2.0,0.0,0.0,2.1878,15.531,0.2711,0.6878,0.453,0.3788,0.8318,right,True
15.098,4.176,0.5696,-0.2879,2.0,0.0,0.0,2.2494,14.67,0.256,0.7494,0.4377,0.4132,0.8509,fast_right,True
15.41,4.2794,0.5307,-0.4379,2.0,0.0,0.0,2.3404,13.105,0.2287,0.8404,0.4149,0.4758,0.8907,fast_right,True
15.712,4.3894,0.4694,-0.5879,2.0,0.0,0.0,2.4351,11.115,0.194,0.9351,0.3912,0.5554,0.9466,right,True
16.008,4.4858,0.3952,-0.7379,2.0,0.0,0.0,2.5171,9.033,0.1577,1.0171,0.3707,0.6387,1.0094,fast_right,True
16.394,4.5611,0.3162,-0.8879,2.0,0.0,0.0,2.5805,7.038,0.1228,1.0805,0.3549,0.7185,1.0733,fast_straight,True
16.549,4.5611,0.3162,-0.8879,2.0,0.0,0.0,2.5805,7.038,0.1228,1.0805,0.3549,0.7185,1.0733,fast_right,True
16.809,4.6787,0.129,-1.1263,2.0,0.0,0.0,2.6818,2.758,0.0481,1.1818,0.3295,0.8897,1.2192,left,True
17.11,4.7241,0.0148,-1.2709,2.0,0.0,0.0,2.7242,0.312,0.0054,1.2242,0.319,0.9875,1.3065,left,True
17.409,4.7497,-0.087,-1.3789,2.0,0.0,0.0,2.751,1.811,0.0316,1.251,0.3122,0.9276,1.2398,left,True
17.711,4.7663,-0.1906,-1.4419,2.0,0.0,0.0,2.7728,3.942,0.0688,1.2728,0.3068,0.8423,1.1491,left,True
18.009,4.7785,-0.2949,-1.4599,2.0,0.0,0.0,2.7941,6.058,0.1057,1.2941,0.3015,0.7577,1.0591,left,True
