elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
0.42,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,1.0,2.0,fast_straight,True
0.717,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,1.0,2.0,fast_straight,True
1.021,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,1.0,2.0,fast_left,True
1.323,1.5042,0.0,0.0042,0.0,0.0,0.0,1.5042,0.0,0.0,0.0042,0.9958,1.0,1.9958,fast_left,True
1.621,1.5462,0.001,0.0462,0.0,0.0,0.0,1.5462,0.037,0.0006,0.0462,0.9538,0.9985,1.9523,fast_straight,True
1.922,1.6328,0.0084,0.122,0.0,0.0,0.0,1.6329,0.294,0.0051,0.1329,0.8671,0.9882,1.8554,fast_straight,True
2.224,1.7634,0.0277,0.164,0.0,0.0,0.0,1.7636,0.899,0.0157,0.2636,0.7364,0.9641,1.7004,fast_right,True
2.52,1.9269,0.0552,0.1626,0.0,0.0,0.0,1.9277,1.64,0.0286,0.4277,0.5723,0.9344,1.5067,fast_right,True
2.816,2.0605,0.0748,0.1176,0.0,0.0,0.0,2.0618,2.08,0.0363,0.5618,0.4845,0.9168,1.4013,fast_right,True
3.016,2.1441,0.0828,0.0626,0.0001,0.0,0.0,2.1456,2.211,0.0386,0.6456,0.4636,0.9116,1.3752,right,True
3.323,2.2644,0.0842,-0.0574,0.1203,0.0,0.0,2.1458,2.25,0.0393,0.6458,0.4636,0.91,1.3736,straight,True
3.624,2.374,0.0701,-0.2012,0.2403,0.0,0.0,2.1349,1.881,0.0328,0.6349,0.4663,0.9248,1.3911,fast_left,True
3.923,2.5083,0.0352,-0.3062,0.3603,0.0,0.0,2.1483,0.939,0.0164,0.6483,0.4629,0.9624,1.4254,left,True
4.235,2.6219,-0.0046,-0.3662,0.4803,0.0,0.0,2.1416,0.123,0.0022,0.6416,0.4646,0.9951,1.4597,fast_left,True
4.528,2.7234,-0.0448,-0.3812,0.6003,0.0,0.0,2.1236,1.209,0.0211,0.6236,0.4691,0.9516,1.4207,fast_left,True
4.83,2.8408,-0.0905,-0.3512,0.7203,0.0,0.0,2.1225,2.444,0.0426,0.6225,0.4694,0.9023,1.3716,fast_left,True
5.12,2.9604,-0.1301,-0.2762,0.8401,0.0,0.0,2.1243,3.511,0.0613,0.6243,0.4689,0.8595,1.3285,fast_left,True
5.43,3.0832,-0.1581,-0.1562,0.9603,0.0,0.0,2.1288,4.258,0.0743,0.6288,0.4678,0.8297,1.2975,fast_left,True
5.729,3.2086,-0.169,-0.0068,1.0803,0.0,0.0,2.1351,4.539,0.0792,0.6351,0.4662,0.8184,1.2847,fast_left,True
6.031,3.3342,-0.161,0.1432,1.2004,0.0,0.0,2.14,4.316,0.0753,0.64,0.465,0.8274,1.2924,fast_left,True
6.33,3.4573,-0.1344,0.2932,1.3203,0.0,0.0,2.1412,3.599,0.0628,0.6412,0.4647,0.8561,1.3208,fast_straight,True
6.618,3.5788,-0.088,0.439,1.4401,0.0,0.0,2.1405,2.357,0.0411,0.6405,0.4649,0.9057,1.3706,fast_right,True
6.818,3.6728,-0.0395,0.516,1.5202,0.0,0.0,2.153,1.053,0.0184,0.653,0.4617,0.9579,1.4196,right,True
7.018,3.7559,0.0105,0.573,1.6001,0.0,0.0,2.1558,0.279,0.0049,0.6558,0.4611,0.9888,1.4499,right,True
7.333,3.8486,0.0737,0.621,1.7202,0.0,0.0,2.1296,1.983,0.0346,0.6296,0.4676,0.9207,1.3883,fast_right,True
7.631,3.9371,0.1377,0.624,1.8404,0.0,0.0,2.1012,3.757,0.0656,0.6012,0.4747,0.8497,1.3244,right,True
7.93,4.037,0.2073,0.582,1.9603,0.0,0.0,2.087,5.701,0.0995,0.587,0.4782,0.772,1.2502,right,True
8.314,4.1268,0.2617,0.495,1.9197,0.0,3.1416,2.2225,173.237,3.0236,0.7225,0.4444,-1.0,-0.5556,left,False
8.469,4.1268,0.2617,0.495,1.8799,0.0,3.1416,2.2621,173.356,3.0256,0.7621,0.4345,-1.0,-0.5655,left,False
8.719,4.2881,0.3285,0.2812,1.7199,0.0,3.1416,2.5892,172.711,3.0144,1.0892,0.3527,-1.0,-0.6473,left,False
9.03,4.3902,0.3532,0.1942,1.5998,0.0,3.1416,2.8127,172.787,3.0157,1.3127,0.2968,-1.0,-0.7032,left,False
9.319,4.4936,0.371,0.1522,1.4799,0.0,3.1416,3.0365,172.982,3.0191,1.5365,0.2409,-1.0,-0.7591,left,False
9.619,4.5975,0.3867,0.1552,1.3599,0.0,3.1416,3.2606,173.189,3.0227,1.7606,0.1849,-1.0,-0.8151,right,False
9.933,4.7009,0.4047,0.192,1.2397,0.0,3.1416,3.4848,173.331,3.0252,1.9848,0.1288,-1.0,-0.8712,left,False
10.229,4.8038,0.4253,0.2034,1.1197,0.0,3.1416,3.7086,173.414,3.0266,2.2086,0.0729,-1.0,-0.9271,left,False
10.519,4.9063,0.4482,0.2454,0.9999,0.0,3.1416,3.9321,173.455,3.0274,2.4321,0.017,-1.0,-0.983,left,False
10.834,5.0071,0.4774,0.3324,0.8796,0.0,3.1416,4.1551,173.402,3.0264,2.6551,0.0,-1.0,-1.0,left,False
11.129,5.1042,0.5173,0.4642,0.7597,0.0,3.1416,4.3751,173.209,3.0231,2.8751,0.0,-1.0,-1.0,left,False
11.419,5.1945,0.5708,0.6142,0.6399,0.0,3.1416,4.5902,172.857,3.0169,3.0902,0.0,-1.0,-1.0,left,False
11.731,5.2757,0.6371,0.7642,0.5197,0.0,3.1416,4.7985,172.371,3.0084,3.2985,0.0,-1.0,-1.0,left,False
12.033,5.3462,0.7148,0.9142,0.3997,0.0,3.1416,4.9979,171.778,2.9981,3.4979,0.0,-1.0,-1.0,left,False
12.332,5.4043,0.8021,1.0642,0.2797,0.0,3.1416,5.187,171.104,2.9863,3.687,0.0,-1.0,-1.0,left,False
12.631,5.4486,0.8972,1.2142,0.1597,0.0,3.1416,5.3645,170.372,2.9736,3.8645,0.0,-1.0,-1.0,left,False
12.937,5.4783,0.9978,1.3642,0.0397,0.0,3.1416,5.5294,169.604,2.9601,4.0294,0.0,-1.0,-1.0,left,False
13.231,5.4926,1.1017,1.5142,0.0803,0.0,0.0,5.5233,11.506,0.2008,4.0233,0.0,0.5398,0.5398,right,False
13.52,5.4912,1.2066,1.66,0.2001,0.0,0.0,5.4269,12.847,0.2242,3.9269,0.0,0.4861,0.4861,right,False
13.718,5.4825,1.2761,1.737,0.2802,0.0,0.0,5.3565,13.782,0.2405,3.8565,0.0,0.4487,0.4487,right,False
14.022,5.461,1.3788,1.815,0.4002,0.0,0.0,5.2453,15.24,0.266,3.7453,0.0,0.3904,0.3904,fast_right,False
14.329,5.4321,1.4856,1.848,0.5203,0.0,0.0,5.1316,16.828,0.2937,3.6316,0.0,0.3269,0.3269,fast_right,False
14.633,5.3979,1.6068,1.836,0.6403,0.0,0.0,5.0216,18.662,0.3257,3.5216,0.0,0.2535,0.2535,straight,False
14.926,5.3666,1.7332,1.7874,0.7603,0.0,0.0,4.9216,20.62,0.3599,3.4216,0.0,0.1752,0.1752,right,False
15.231,5.3371,1.8758,1.761,0.8803,0.0,0.0,4.8354,22.825,0.3984,3.3354,0.0,0.087,0.087,straight,False
15.569,5.3176,1.9905,1.7124,1.0001,0.0,0.0,4.7543,24.751,0.432,3.2543,0.0,0.0099,0.0099,fast_straight,False
15.724,5.3176,1.9905,1.7124,1.0401,0.0,0.0,4.7179,24.955,0.4355,3.2179,0.0,0.0018,0.0018,right,False
16.027,5.2858,2.2411,1.6886,1.2002,0.0,0.0,4.6599,28.747,0.5017,3.1599,0.0,-0.1499,-0.1499,fast_right,False
16.318,5.2725,2.3718,1.6436,1.3201,0.0,0.0,4.6095,30.968,0.5405,3.1095,0.0,-0.2387,-0.2387,right,False
16.518,5.2684,2.4551,1.5886,1.4001,0.0,0.0,4.5816,32.403,0.5655,3.0816,0.0,-0.2961,-0.2961,right,False
16.827,5.272,2.562,1.4686,1.5203,0.0,0.0,4.543,34.329,0.5991,3.043,0.0,-0.3731,-0.3731,right,False
17.12,5.2899,2.6654,1.3192,1.6401,0.0,0.0,4.5194,36.14,0.6308,3.0194,0.0,-0.4456,-0.4456,fast_right,False
17.418,5.3251,2.7701,1.1692,1.7601,0.0,0.0,4.5147,37.848,0.6606,3.0147,0.0,-0.5139,-0.5139,fast_right,False
17.618,5.3613,2.8458,1.0692,1.8401,0.0,0.0,4.5274,38.945,0.6797,3.0274,0.0,-0.5578,-0.5578,right,False
17.828,5.4047,2.9171,0.9692,1.9203,0.0,0.0,4.5442,39.935,0.697,3.0442,0.0,-0.5974,-0.5974,fast_right,False
18.029,5.4481,2.9747,0.8692,1.9997,0.0,3.1416,4.5541,139.218,2.4298,3.0541,0.0,-1.0,-1.0,left,False
18.331,5.5308,3.0599,0.7234,1.8797,0.0,3.1416,4.7637,140.035,2.4441,3.2637,0.0,-1.0,-1.0,left,False
18.619,5.6131,3.125,0.6154,1.7599,0.0,3.1416,4.9611,140.958,2.4602,3.4611,0.0,-1.0,-1.0,right,False
18.818,5.6711,3.1641,0.5672,1.6799,0.0,3.1416,5.0933,141.594,2.4713,3.5933,0.0,-1.0,-1.0,right,False
19.029,5.7311,3.2002,0.5102,1.5997,0.0,3.1416,5.2258,142.238,2.4825,3.7258,0.0,-1.0,-1.0,right,False
19.318,5.8253,3.2465,0.3872,1.4799,0.0,3.1416,5.4242,143.236,2.4999,3.9242,0.0,-1.0,-1.0,right,False
19.533,5.8912,3.27,0.2874,1.3997,0.0,3.1416,5.5557,143.944,2.5123,4.0557,0.0,-1.0,-1.0,fast_right,False
19.831,5.9977,3.2933,0.1374,1.2797,0.0,3.1416,5.7537,145.084,2.5322,4.2537,0.0,-1.0,-1.0,right,False
20.119,6.1191,3.3017,-0.0126,1.1599,0.0,3.1416,5.9578,146.346,2.5542,4.4578,0.0,-1.0,-1.0,right,False
20.427,6.2237,3.2931,-0.1626,1.0397,0.0,3.1416,6.1415,147.575,2.5757,4.6415,0.0,-1.0,-1.0,right,False
20.731,6.3258,3.2689,-0.3126,0.9197,0.0,3.1416,6.3175,148.84,2.5977,4.8175,0.0,-1.0,-1.0,right,False
21.035,6.4231,3.2297,-0.4626,0.7997,0.0,3.1416,6.4849,150.13,2.6203,4.9849,0.0,-1.0,-1.0,right,False
21.331,6.5134,3.1764,-0.6126,0.6797,0.0,3.1416,6.6425,151.432,2.643,5.1425,0.0,-1.0,-1.0,right,False
21.529,6.5688,3.1337,-0.7126,0.5997,0.0,3.1416,6.7417,152.302,2.6582,5.2417,0.0,-1.0,-1.0,right,False
21.835,6.6432,3.0597,-0.8626,0.4796,0.0,3.1416,6.8812,153.599,2.6808,5.3812,0.0,-1.0,-1.0,right,False
22.118,6.7057,2.9755,-1.0126,0.3599,0.0,3.1416,7.0088,154.879,2.7031,5.5088,0.0,-1.0,-1.0,fast_right,False
22.389,6.7403,2.914,-1.1126,0.2799,0.0,3.1416,7.0872,155.723,2.7179,5.5872,0.0,-1.0,-1.0,fast_right,False
22.544,6.7403,2.914,-1.1126,0.2399,0.0,3.1416,7.1237,155.855,2.7202,5.6237,0.0,-1.0,-1.0,fast_right,False
22.819,6.809,2.7182,-1.3626,0.0799,0.0,3.1416,7.2573,158.004,2.7577,5.7573,0.0,-1.0,-1.0,fast_right,False
23.029,6.8226,2.6353,-1.4626,0.0003,0.0,0.0,7.3136,21.121,0.3686,5.8136,0.0,0.1552,0.1552,fast_right,False
23.33,6.8274,2.5095,-1.6126,0.1203,0.0,0.0,7.1612,20.514,0.358,5.6612,0.0,0.1794,0.1794,fast_right,False
23.631,6.8134,2.3844,-1.7626,0.2403,0.0,0.0,6.9922,19.939,0.348,5.4922,0.0,0.2025,0.2025,fast_right,False
23.932,6.7808,2.2628,-1.9126,0.3604,0.0,0.0,6.8075,19.415,0.3389,5.3075,0.0,0.2234,0.2234,fast_right,False
24.221,6.7304,2.1475,-2.0626,0.4801,0.0,0.0,6.6089,18.962,0.3309,5.1089,0.0,0.2415,0.2415,fast_right,False
24.532,6.6633,2.041,-2.2126,0.6003,0.0,0.0,6.3973,18.604,0.3247,4.8973,0.0,0.2558,0.2558,fast_right,False
24.826,6.5811,1.9456,-2.3626,0.7204,0.0,0.0,6.1752,18.365,0.3205,4.6752,0.0,0.2654,0.2654,fast_right,False
25.122,6.4856,1.8637,-2.5126,0.8402,0.0,0.0,5.9451,18.269,0.3189,4.4451,0.0,0.2692,0.2692,fast_straight,False
25.434,6.374,1.7941,-2.657,0.9603,0.0,0.0,5.7032,18.335,0.32,4.2032,0.0,0.2666,0.2666,fast_straight,False
25.721,6.2205,1.7237,-2.762,1.0802,0.0,0.0,5.4216,18.538,0.3235,3.9216,0.0,0.2585,0.2585,fast_left,False
26.03,6.0566,1.6641,-2.822,1.2003,0.0,0.0,5.1335,18.915,0.3301,3.6335,0.0,0.2434,0.2434,fast_right,False
26.318,5.926,1.6226,-2.8454,1.3201,0.0,0.0,4.8834,19.406,0.3387,3.3834,0.0,0.2238,0.2238,fast_left,False
26.633,5.8048,1.5882,-2.8882,1.4403,0.0,0.0,4.6445,19.996,0.349,3.1445,0.0,0.2002,0.2002,left,False
26.924,5.6867,1.5586,-2.8972,1.5602,0.0,0.0,4.411,20.692,0.3611,2.911,0.0,0.1723,0.1723,fast_left,False
27.232,5.5797,1.5304,-2.8612,1.6803,0.0,0.0,4.189,21.428,0.374,2.689,0.0,0.1429,0.1429,fast_left,False
27.522,5.4599,1.4914,-2.7802,1.8002,0.0,0.0,3.952,22.171,0.387,2.452,0.012,0.1131,0.1251,fast_left,True
27.828,5.3448,1.4405,-2.6542,1.9202,0.0,0.0,3.7152,22.813,0.3982,2.2152,0.0712,0.0875,0.1587,fast_left,True
28.119,5.238,1.3739,-2.5042,1.9598,0.0,3.1416,3.5544,157.261,2.7447,2.0544,0.1114,-1.0,-0.8886,fast_right,False
28.428,5.1422,1.2921,-2.3598,1.8396,0.0,3.1416,3.5464,158.632,2.7687,2.0464,0.1134,-1.0,-0.8866,fast_right,False
28.731,5.0576,1.1988,-2.2548,1.7197,0.0,3.1416,3.5467,160.244,2.7968,2.0467,0.1133,-1.0,-0.8867,fast_right,False
29.032,4.9812,1.0987,-2.1948,1.5996,0.0,3.1416,3.5556,162.001,2.8274,2.0556,0.1111,-1.0,-0.8889,fast_right,False
29.327,4.9087,0.9957,-2.1798,1.4798,0.0,3.1416,3.5705,163.808,2.859,2.0705,0.1074,-1.0,-0.8926,straight,False
29.69,4.8332,0.8896,-2.2014,1.3597,0.0,3.1416,3.5856,165.635,2.8909,2.0856,0.1036,-1.0,-0.8964,right,False
29.845,4.8332,0.8896,-2.2014,1.3199,0.0,3.1416,3.6241,165.791,2.8936,2.1241,0.094,-1.0,-0.906,right,False
30.127,4.6958,0.7031,-2.2216,1.1597,0.0,3.1416,3.6053,168.754,2.9453,2.1053,0.0987,-1.0,-0.9013,fast_right,False
30.431,4.6272,0.6179,-2.2846,1.0397,0.0,3.1416,3.6404,170.228,2.971,2.1404,0.0899,-1.0,-0.9101,fast_right,False
30.733,4.5404,0.5266,-2.3926,0.9197,0.0,3.1416,3.6588,171.724,2.9972,2.1588,0.0853,-1.0,-0.9147,fast_right,False
31.028,4.4427,0.4473,-2.5384,0.7997,0.0,3.1416,3.6704,173.001,3.0194,2.1704,0.0824,-1.0,-0.9176,fast_right,False
31.319,4.3343,0.3833,-2.6884,0.6799,0.0,3.1416,3.6745,174.013,3.0371,2.1745,0.0814,-1.0,-0.9186,fast_right,False
31.519,4.2573,0.3499,-2.7884,0.5999,0.0,3.1416,3.6741,174.535,3.0462,2.1741,0.0815,-1.0,-0.9185,right,False
