elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
0.379,-0.1898,0.0677,0.2069,0.0,0.0,0.0,0.2015,160.378,2.7991,1.2985,0.0,-1.0,-1.0,straight,False
0.675,-0.1843,0.0688,0.2069,0.0,0.0,0.0,0.1968,159.527,2.7843,1.3032,0.0,-1.0,-1.0,straight,False
0.978,-0.1403,0.0781,0.2069,0.0,0.0,0.0,0.1605,150.906,2.6338,1.3395,0.0,-1.0,-1.0,straight,False
1.28,-0.0522,0.0965,0.2069,0.0,0.0,0.0,0.1098,118.401,2.0665,1.3902,0.0,-1.0,-1.0,straight,False
1.578,0.0793,0.1242,0.2069,0.0,0.0,0.0,0.1473,57.423,1.0022,1.3527,0.0,-1.0,-1.0,straight,False
1.879,0.2261,0.155,0.2069,0.0,0.0,0.0,0.2741,34.422,0.6008,1.2259,0.0,-0.3769,-0.3769,straight,False
2.182,0.3729,0.1858,0.2069,0.0,0.0,0.0,0.4166,26.479,0.4622,1.0834,0.0,-0.0592,-0.0592,straight,False
2.482,0.5197,0.2166,0.2069,0.0,0.0,0.0,0.5631,22.622,0.3948,0.9369,0.0631,0.0951,0.1582,straight,True
2.78,0.6665,0.2474,0.2069,0.0,0.0,0.0,0.711,20.363,0.3554,0.789,0.211,0.1855,0.3965,fast_right,True
3.081,0.8079,0.277,0.2013,0.0803,0.0,0.0,0.7785,20.838,0.3637,0.7215,0.2785,0.1665,0.445,fast_straight,True
3.378,0.9372,0.3012,0.1675,0.2002,0.0,0.0,0.7962,22.225,0.3879,0.7038,0.2962,0.111,0.4072,fast_right,True
3.674,1.0949,0.327,0.1563,0.3201,0.0,0.0,0.841,22.878,0.3993,0.659,0.341,0.0849,0.4259,fast_right,True
3.874,1.1836,0.3401,0.1313,0.4001,0.0,0.0,0.8541,23.464,0.4095,0.6459,0.3541,0.0614,0.4155,fast_straight,True
4.078,1.2676,0.3496,0.0875,0.4801,0.0,0.0,0.8616,23.938,0.4178,0.6384,0.3616,0.0425,0.4041,fast_right,True
4.276,1.3652,0.3564,0.0513,0.5601,0.0,0.0,0.8804,23.88,0.4168,0.6196,0.3804,0.0448,0.4252,fast_right,True
4.581,1.4967,0.3592,-0.0237,0.6802,0.0,0.0,0.892,23.743,0.4144,0.608,0.392,0.0503,0.4423,fast_right,True
4.876,1.6223,0.3496,-0.1437,0.8001,0.0,0.0,0.8934,23.036,0.402,0.6066,0.3934,0.0786,0.472,fast_right,True
5.178,1.7453,0.323,-0.2931,0.9201,0.0,0.0,0.8861,21.375,0.3731,0.6139,0.3861,0.145,0.5311,fast_right,True
5.476,1.863,0.2782,-0.4431,1.0401,0.0,0.0,0.8686,18.683,0.3261,0.6314,0.3686,0.2527,0.6213,fast_right,True
5.785,1.9727,0.2165,-0.5931,1.1604,0.0,0.0,0.8406,14.921,0.2604,0.6594,0.3406,0.4032,0.7438,fast_right,True
