elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
1.19,0.2886,-0.3908,0.1148,0.0,0.0,0.0,0.4858,53.553,0.9347,1.0142,0.0,-1.0,-1.0,straight,False
1.394,0.2892,-0.3907,0.1148,0.0,0.0,0.0,0.4861,53.492,0.9336,1.0139,0.0,-1.0,-1.0,straight,False
1.698,0.319,-0.3873,0.1148,0.0,0.0,0.0,0.5018,50.522,0.8818,0.9982,0.0018,-1.0,-0.9982,straight,False
1.999,0.3935,-0.3787,0.1148,0.0,0.0,0.0,0.5462,43.902,0.7662,0.9538,0.0462,-0.7561,-0.7099,straight,True
2.302,0.5127,-0.365,0.1148,0.0,0.0,0.0,0.6294,35.444,0.6186,0.8706,0.1294,-0.4178,-0.2884,fast_left,True
2.599,0.6556,-0.3484,0.1204,0.0,0.0,0.0,0.7424,27.989,0.4885,0.7576,0.2424,-0.1195,0.1229,fast_right,True
2.899,0.7804,-0.3313,0.1542,0.0403,0.0,0.0,0.8109,24.115,0.4209,0.6891,0.3109,0.0354,0.3463,fast_right,True
3.2,0.9048,-0.3115,0.1542,0.1603,0.0,0.0,0.807,22.704,0.3963,0.693,0.307,0.0918,0.3989,fast_right,True
3.501,1.0297,-0.2943,0.1092,0.2803,0.0,0.0,0.8051,21.442,0.3742,0.6949,0.3051,0.1423,0.4474,fast_right,True
3.8,1.1553,-0.2854,0.0192,0.4002,0.0,0.0,0.8072,20.704,0.3614,0.6928,0.3072,0.1718,0.479,fast_right,True
4.095,1.2811,-0.2904,-0.1152,0.5201,0.0,0.0,0.8145,20.888,0.3646,0.6855,0.3145,0.1645,0.479,fast_right,True
4.294,1.364,-0.3038,-0.2152,0.6002,0.0,0.0,0.822,21.691,0.3786,0.678,0.322,0.1324,0.4544,fast_right,True
4.601,1.4848,-0.3392,-0.3652,0.7203,0.0,0.0,0.8363,23.93,0.4177,0.6637,0.3363,0.0428,0.3792,fast_right,True
4.91,1.5989,-0.3923,-0.5152,0.8402,0.0,0.0,0.8541,27.342,0.4772,0.6459,0.3541,-0.0937,0.2604,fast_right,True
5.205,1.7039,-0.4618,-0.6652,0.9602,0.0,0.0,0.8754,31.843,0.5558,0.6246,0.3754,-0.2737,0.1017,fast_left,True
5.51,1.7973,-0.5462,-0.8096,1.0803,0.0,0.0,0.9014,37.299,0.651,0.5986,0.4014,-0.492,-0.0906,fast_left,True
5.801,1.8792,-0.6419,-0.9146,1.2002,0.0,0.0,0.9344,43.387,0.7572,0.5656,0.4344,-0.7355,-0.3011,left,True
6.107,1.9497,-0.7395,-0.9746,1.3202,0.0,0.0,0.9711,49.593,0.8656,0.5289,0.4711,-0.9837,-0.5126,fast_left,True
6.405,2.01,-0.8305,-0.9896,1.4403,0.0,0.0,1.0071,55.549,0.9695,0.4929,0.5071,-1.0,-0.4929,fast_left,False
6.707,2.0803,-0.9351,-0.9596,1.5603,0.0,0.0,1.0699,60.92,1.0633,0.4301,0.5699,-1.0,-0.4301,fast_left,False
7.012,2.1558,-1.0359,-0.8846,1.6802,0.0,0.0,1.1399,65.342,1.1404,0.3601,0.6399,-1.0,-0.3601,fast_left,False
7.311,2.2405,-1.1291,-0.7646,1.8003,0.0,0.0,1.2119,68.698,1.199,0.2881,0.7119,-1.0,-0.2881,fast_left,False
7.598,2.3372,-1.2097,-0.6152,1.9201,0.0,0.0,1.2796,70.976,1.2388,0.2204,0.7796,-1.0,-0.2204,fast_left,False
7.907,2.4448,-1.275,-0.4652,1.9597,0.0,3.1416,1.3641,110.83,1.9344,0.1359,0.8641,-1.0,-0.1359,left,False
8.206,2.557,-1.322,-0.3152,1.8398,0.0,3.1416,1.5041,118.483,2.0679,0.0041,0.9959,-1.0,-0.0041,left,False
8.571,2.6588,-1.3475,-0.1652,1.7196,0.0,3.1416,1.6425,124.876,2.1795,0.1425,0.8575,-1.0,-0.1425,left,False
8.726,2.6588,-1.3475,-0.1652,1.68,0.0,3.1416,1.6655,125.996,2.199,0.1655,0.8345,-1.0,-0.1655,left,False
9.004,2.8332,-1.3554,0.0848,1.5196,0.0,3.1416,1.8874,134.102,2.3405,0.3874,0.6126,-1.0,-0.3874,left,False
9.307,2.9368,-1.3392,0.2348,1.3997,0.0,3.1416,2.0387,138.936,2.4249,0.5387,0.4903,-1.0,-0.5097,left,False
9.605,3.0369,-1.3077,0.3848,1.2797,0.0,3.1416,2.1904,143.343,2.5018,0.6904,0.4524,-1.0,-0.5476,left,False
