elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
0.415,0.0,0.0,0.0,5.0,0.0,1.5708,5.0,90.0,1.5708,3.5,0.0,-1.0,-1.0,fast_left,False
0.615,0.3967,0.1199,-0.0316,5.0,0.0,1.5708,4.6048,88.508,1.5448,3.1048,0.0,-1.0,-1.0,fast_left,False
0.816,0.4117,0.1195,-0.0166,5.0,0.0,1.5708,4.5898,88.508,1.5448,3.0898,0.0,-1.0,-1.0,fast_left,False
1.115,0.4717,0.1202,0.0434,5.0,0.0,1.5708,4.5299,88.48,1.5443,3.0299,0.0,-1.0,-1.0,fast_left,False
1.416,0.5762,0.1299,0.1484,5.0,0.0,1.5708,4.4257,88.318,1.5414,2.9257,0.0,-1.0,-1.0,fast_left,False
1.716,0.6992,0.1566,0.2928,5.0,0.0,1.5708,4.3036,87.915,1.5344,2.8036,0.0,-1.0,-1.0,fast_straight,False
2.015,0.8221,0.2034,0.4372,5.0,0.0,1.5708,4.1829,87.213,1.5221,2.6829,0.0,-1.0,-1.0,fast_right,False
2.216,0.918,0.2526,0.5122,5.0,0.0,1.5708,4.0898,86.46,1.509,2.5898,0.0,-1.0,-1.0,fast_right,False
2.521,1.0388,0.3264,0.5872,5.0,0.0,1.5708,3.9747,85.289,1.4886,2.4747,0.0063,-1.0,-0.9937,fast_right,False
2.816,1.1424,0.3981,0.6172,5.0,0.0,1.5708,3.8781,84.108,1.468,2.3781,0.0305,-1.0,-0.9695,fast_right,False
3.117,1.2454,0.4707,0.6022,4.9994,0.0801,1.5868,3.7742,83.142,1.4511,2.2742,0.0564,-1.0,-0.9436,fast_right,False
3.316,1.3153,0.5173,0.5672,4.9974,0.1601,1.6028,3.6995,82.624,1.4421,2.1995,0.0751,-1.0,-0.9249,fast_right,False
3.618,1.424,0.5808,0.4772,4.9922,0.28,1.6268,3.5808,81.97,1.4307,2.0808,0.1048,-1.0,-0.8952,fast_right,False
3.928,1.5391,0.6319,0.3428,4.984,0.3998,1.6508,3.4527,81.558,1.4235,1.9527,0.1368,-1.0,-0.8632,fast_straight,False
4.223,1.6658,0.6672,0.1984,4.973,0.5193,1.6749,3.3105,81.478,1.4221,1.8105,0.1724,-1.0,-0.8276,fast_straight,False
4.525,1.8329,0.6914,0.0934,4.9591,0.6385,1.6989,3.1266,81.694,1.4258,1.6266,0.2184,-1.0,-0.7816,fast_left,False
4.82,2.007,0.7023,0.0334,4.9423,0.7572,1.7228,2.9359,82.362,1.4375,1.4359,0.266,-1.0,-0.734,fast_left,False
