elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action,tracking_ok
3.251,0.1839,-0.2391,-0.0979,4.996,0.2001,1.6108,4.832,92.921,1.6218,3.332,0.0,-1.0,-1.0,fast_left,False
3.538,0.1881,-0.2395,-0.0937,4.9897,0.32,1.6348,4.8341,92.977,1.6227,3.3341,0.0,-1.0,-1.0,fast_left,False
3.838,0.23,-0.2426,-0.0517,4.9806,0.4397,1.6589,4.7994,93.128,1.6254,3.2994,0.0,-1.0,-1.0,fast_left,False
4.129,0.317,-0.2436,0.0353,4.9687,0.5589,1.6828,4.7204,93.37,1.6296,3.2204,0.0,-1.0,-1.0,fast_left,False
4.333,0.3977,-0.2377,0.1183,4.9591,0.6384,1.6988,4.6447,93.538,1.6325,3.1447,0.0,-1.0,-1.0,fast_left,False
4.64,0.5214,-0.2143,0.2671,4.9423,0.7574,1.7229,4.5264,93.684,1.6351,3.0264,0.0,-1.0,-1.0,fast_straight,False
4.941,0.6441,-0.1711,0.4129,4.9227,0.8757,1.7469,4.4048,93.662,1.6347,2.9048,0.0,-1.0,-1.0,fast_straight,False
5.232,0.7928,-0.0958,0.5209,4.9003,0.9935,1.7708,4.2494,93.391,1.63,2.7494,0.0,-1.0,-1.0,fast_right,False
5.541,0.9412,-0.0041,0.5839,4.875,1.1109,1.7949,4.0888,92.988,1.6229,2.5888,0.0,-1.0,-1.0,fast_right,False
5.838,1.0546,0.0727,0.6019,4.847,1.2276,1.8189,3.9643,92.724,1.6183,2.4643,0.0089,-1.0,-0.9911,fast_right,False
6.132,1.1591,0.1431,0.5749,4.8161,1.3434,1.8428,3.849,92.584,1.6159,2.349,0.0378,-1.0,-0.9622,fast_right,False
6.435,1.2668,0.2085,0.5029,4.7825,1.4587,1.8668,3.7314,92.614,1.6164,2.2314,0.0672,-1.0,-0.9328,fast_right,False
6.735,1.3801,0.2635,0.3859,4.7461,1.573,1.8908,3.6118,92.922,1.6218,2.1118,0.097,-1.0,-0.903,fast_straight,False
7.035,1.5051,0.3043,0.2427,4.707,1.6863,1.9148,3.4875,93.636,1.6343,1.9875,0.1281,-1.0,-0.8719,fast_left,False
7.239,1.6106,0.3264,0.1677,4.6794,1.7616,1.9308,3.3879,94.435,1.6482,1.8879,0.153,-1.0,-0.847,fast_left,False
7.534,1.7509,0.3448,0.0927,4.6358,1.8733,1.9548,3.2648,95.912,1.674,1.7648,0.1838,-1.0,-0.8162,fast_left,False
7.832,1.8765,0.3543,0.0627,4.5895,1.984,1.9788,3.1648,97.615,1.7037,1.6648,0.2088,-1.0,-0.7912,fast_left,False
8.135,2.0023,0.3626,0.0777,4.5406,2.0936,2.0028,3.0724,99.538,1.7373,1.5724,0.2319,-1.0,-0.7681,fast_left,False
8.492,2.1276,0.3754,0.1377,4.489,2.2021,2.0269,2.9854,101.594,1.7731,1.4854,0.2536,-1.0,-0.7464,fast_left,False
8.648,2.1276,0.3754,0.1377,4.4713,2.2377,2.0348,2.9935,101.884,1.7782,1.4935,0.2516,-1.0,-0.7484,fast_left,False
8.932,2.3321,0.4218,0.3371,4.3974,2.3796,2.0668,2.8458,105.049,1.8334,1.3458,0.2885,-1.0,-0.7115,fast_left,False
9.131,2.41,0.4531,0.4371,4.3588,2.4497,2.0828,2.79,106.356,1.8563,1.29,0.3025,-1.0,-0.6975,fast_left,False
9.444,2.52,0.5143,0.5871,4.2987,2.5537,2.1068,2.7061,108.194,1.8883,1.2061,0.3235,-1.0,-0.6765,fast_left,False
9.746,2.6197,0.5912,0.7371,4.2361,2.6562,2.1309,2.6225,109.859,1.9174,1.1225,0.3444,-1.0,-0.6556,fast_left,False
10.031,2.7067,0.6821,0.8871,4.1713,2.7569,2.1548,2.5396,111.321,1.9429,1.0396,0.3651,-1.0,-0.6349,fast_left,False
10.248,2.7568,0.7495,0.9871,4.1265,2.8234,2.1708,2.4854,112.177,1.9578,0.9854,0.3786,-1.0,-0.6214,fast_left,False
10.549,2.8187,0.8591,1.1371,4.0575,2.9217,2.1949,2.4061,113.253,1.9766,0.9061,0.3985,-1.0,-0.6015,fast_left,False
