elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action
32.034,4.3491,0.0771,1.2668,2.5,0.6803,1.5708,1.945,108.067,1.8861,0.445,0.555,-1.0,-0.445,fast_left
32.323,4.377,0.1999,1.4168,2.5,0.8001,1.5708,1.9707,107.734,1.8803,0.4707,0.5293,-1.0,-0.4707,fast_left
32.634,4.3863,0.3254,1.5668,2.5,0.9203,1.5708,1.9779,107.504,1.8763,0.4779,0.5221,-1.0,-0.4779,fast_left
32.923,4.3768,0.4509,1.7168,2.4599,1.0,3.1416,1.994,164.016,2.8626,0.494,0.506,-1.0,-0.494,fast_left
33.231,4.3486,0.5736,1.8668,2.3398,1.0,3.1416,2.0535,168.016,2.9324,0.5535,0.4866,-1.0,-0.5134,fast_left
33.535,4.3023,0.6907,2.0168,2.2197,1.0,3.1416,2.1055,171.552,2.9941,0.6055,0.4736,-1.0,-0.5264,fast_left
33.823,4.2391,0.7995,2.1668,2.0999,1.0,3.1416,2.1486,174.647,3.0482,0.6486,0.4629,-1.0,-0.5371,fast_left
34.123,4.1604,0.8977,2.3168,1.9799,1.0,3.1416,2.1829,177.315,3.0947,0.6829,0.4543,-1.0,-0.5457,fast_left
34.335,4.1001,0.9562,2.4168,1.8997,1.0,3.1416,2.2009,178.859,3.1217,0.7009,0.4498,-1.0,-0.5502,fast_left
34.633,3.9995,1.0318,2.5668,1.7797,1.0,3.1416,2.22,179.178,3.1273,0.72,0.445,-1.0,-0.555,fast_left
34.923,3.8887,1.0916,2.7168,1.6599,1.0,3.1416,2.2307,177.646,3.1005,0.7307,0.4423,-1.0,-0.5577,fast_left
35.133,3.8104,1.122,2.8168,1.5797,1.0,3.1416,2.2341,176.871,3.087,0.7341,0.4415,-1.0,-0.5585,fast_left
35.546,3.6883,1.1525,2.9668,1.4599,1.0,3.1416,2.2336,176.086,3.0733,0.7336,0.4416,-1.0,-0.5584,fast_left
35.702,3.6883,1.1525,2.9668,1.4199,1.0,3.1416,2.2735,176.155,3.0745,0.7735,0.4316,-1.0,-0.5684,fast_left
35.923,3.479,1.1618,-3.0664,1.2599,1.0,3.1416,2.225,175.829,3.0688,0.725,0.4438,-1.0,-0.5562,fast_left
36.235,3.3547,1.1424,-2.9164,1.1396,1.0,3.1416,2.2197,176.322,3.0774,0.7197,0.4451,-1.0,-0.5549,fast_straight
36.527,3.2306,1.1032,-2.7706,1.0198,1.0,3.1416,2.2132,177.328,3.095,0.7132,0.4467,-1.0,-0.5533,right
36.834,3.0883,1.0375,-2.6626,0.8996,1.0,3.1416,2.189,179.019,3.1245,0.689,0.4527,-1.0,-0.5473,fast_right
37.123,2.9758,0.9737,-2.5996,0.7799,1.0,3.1416,2.196,179.314,3.1296,0.696,0.451,-1.0,-0.549,fast_right
37.323,2.9043,0.9296,-2.5826,0.6999,1.0,3.1416,2.2055,178.17,3.1097,0.7055,0.4486,-1.0,-0.5514,right
37.526,2.8336,0.8853,-2.5856,0.6199,1.0,3.1416,2.2167,177.035,3.0898,0.7167,0.4458,-1.0,-0.5542,right
37.73,2.772,0.848,-2.6086,0.5396,1.0,3.1416,2.2376,176.105,3.0736,0.7376,0.4406,-1.0,-0.5594,fast_right
