elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action
15.386,5.0097,-1.4815,-2.6652,1.2001,0.0,0.0,4.0875,21.25,0.3709,2.5875,0.0,0.15,0.15,right
15.689,4.9129,-1.522,-2.8152,1.3202,0.0,0.0,3.9018,22.959,0.4007,2.4018,0.0246,0.0817,0.1062,fast_right
15.989,4.8057,-1.5486,-2.9652,1.4402,0.0,0.0,3.7047,24.709,0.4313,2.2047,0.0738,0.0116,0.0854,fast_straight
16.194,4.7218,-1.5589,-3.0646,1.5203,0.0,0.0,3.5609,25.962,0.4531,2.0609,0.1098,-0.0385,0.0713,straight
16.487,4.5741,-1.5601,3.0986,1.6401,0.0,0.0,3.3229,28.001,0.4887,1.8229,0.1693,-0.12,0.0492,straight
16.721,4.4744,-1.5526,3.0436,1.7203,0.0,0.0,3.1615,29.412,0.5133,1.6615,0.2096,-0.1765,0.0331,left
16.997,4.3285,-1.5342,2.9986,1.8403,0.0,0.0,2.9232,31.657,0.5525,1.4232,0.2692,-0.2663,0.0029,right
17.294,4.2158,-1.5174,2.9902,1.9604,0.0,0.0,2.7183,33.932,0.5922,1.2183,0.3204,-0.3573,-0.0369,fast_right
17.595,4.1068,-1.4988,2.9512,1.9198,0.0,3.1416,2.6512,145.577,2.5408,1.1512,0.3372,-1.0,-0.6628,fast_left
17.884,3.9841,-1.47,2.8756,1.7999,0.0,3.1416,2.6328,146.058,2.5492,1.1328,0.3418,-1.0,-0.6582,fast_left
18.086,3.9035,-1.4463,2.8406,1.7199,0.0,3.1416,2.6192,146.483,2.5566,1.1192,0.3452,-1.0,-0.6548,fast_left
18.388,3.7837,-1.4075,2.8256,1.5998,0.0,3.1416,2.5981,147.197,2.5691,1.0981,0.3505,-1.0,-0.6495,fast_left
18.696,3.6634,-1.3698,2.8556,1.4797,0.0,3.1416,2.5778,147.9,2.5813,1.0778,0.3556,-1.0,-0.6444,fast_left
18.998,3.5414,-1.3387,2.9306,1.3598,0.0,3.1416,2.5596,148.466,2.5912,1.0596,0.3601,-1.0,-0.6399,fast_left
19.3,3.4169,-1.3198,3.0506,1.2397,0.0,3.1416,2.5459,148.776,2.5966,1.0459,0.3635,-1.0,-0.6365,fast_left
19.594,3.291,-1.3183,-3.0832,1.1197,0.0,3.1416,2.5402,148.735,2.5959,1.0402,0.365,-1.0,-0.635,fast_left
19.885,3.1663,-1.3357,-2.9332,0.9999,0.0,3.1416,2.5451,148.344,2.5891,1.0451,0.3637,-1.0,-0.6363,fast_straight
20.198,3.0403,-1.3732,-2.7888,0.8797,0.0,3.1416,2.56,147.561,2.5754,1.06,0.36,-1.0,-0.64,right
20.488,2.8914,-1.4384,-2.6838,0.7599,0.0,3.1416,2.5715,145.988,2.548,1.0715,0.3571,-1.0,-0.6429,fast_right
20.785,2.7725,-1.5023,-2.6238,0.6399,0.0,3.1416,2.6086,144.838,2.5279,1.1086,0.3479,-1.0,-0.6521,fast_right
20.985,2.6999,-1.5445,-2.6088,0.5599,0.0,3.1416,2.6392,144.18,2.5164,1.1392,0.3402,-1.0,-0.6598,fast_right
21.285,2.5911,-1.6081,-2.6238,0.4399,0.0,3.1416,2.6858,143.221,2.4997,1.1858,0.3285,-1.0,-0.6715,right
21.595,2.4849,-1.6648,-2.6838,0.3198,0.0,3.1416,2.7312,142.444,2.4861,1.2312,0.3172,-1.0,-0.6828,right
21.885,2.3885,-1.7062,-2.7888,0.1999,0.0,3.1416,2.775,142.06,2.4794,1.275,0.3062,-1.0,-0.6938,fast_right
22.084,2.3211,-1.7272,-2.8832,0.1199,0.0,3.1416,2.7979,141.88,2.4763,1.2979,0.3005,-1.0,-0.6995,right
22.39,2.2047,-1.7483,-3.0332,0.0001,0.0,0.0,2.8137,38.416,0.6705,1.3137,0.2966,-0.5366,-0.2401,fast_straight
22.59,2.1343,-1.7521,-3.1326,0.0802,0.0,0.0,2.6998,40.463,0.7062,1.1998,0.325,-0.6185,-0.2935,straight
22.886,2.0002,-1.7438,3.0306,0.2001,0.0,0.0,2.5062,44.089,0.7695,1.0062,0.3734,-0.7636,-0.3901,left
23.194,1.8575,-1.7217,2.9556,0.3203,0.0,0.0,2.3081,48.239,0.8419,0.8081,0.423,-0.9296,-0.5066,fast_right
23.485,1.7438,-1.6977,2.9144,0.4401,0.0,0.0,2.1405,52.477,0.9159,0.6405,0.4649,-1.0,-0.5351,fast_right
23.784,1.6222,-1.6649,2.8394,0.5601,0.0,0.0,1.9748,57.463,1.0029,0.4748,0.5252,-1.0,-0.4748,fast_right
23.985,1.5431,-1.6367,2.7644,0.6401,0.0,0.0,1.8693,61.113,1.0666,0.3693,0.6307,-1.0,-0.3693,fast_right
24.287,1.4299,-1.5817,2.62,0.7601,0.0,0.0,1.7176,67.05,1.1702,0.2176,0.7824,-1.0,-0.2176,right
24.595,1.3305,-1.5138,2.47,0.8804,0.0,0.0,1.5794,73.439,1.2817,0.0794,0.9206,-1.0,-0.0794,right
24.889,1.2539,-1.4422,2.32,1.0001,0.0,0.0,1.4644,80.018,1.3966,0.0356,0.9644,-1.0,-0.0356,right
25.085,1.2091,-1.3884,2.22,1.0801,0.0,0.0,1.3944,84.689,1.4781,0.1056,0.8944,-1.0,-0.1056,left
25.295,1.17,-1.3305,2.1206,1.1603,0.0,0.0,1.3305,89.582,1.5635,0.1695,0.8305,-1.0,-0.1695,left
25.691,1.1213,-1.2375,2.0006,1.2802,0.0,0.0,1.2476,97.319,1.6985,0.2524,0.7476,-1.0,-0.2524,left
25.847,1.1213,-1.2375,2.0006,1.32,0.0,0.0,1.2533,99.123,1.73,0.2467,0.7533,-1.0,-0.2467,left
26.085,1.0585,-1.0742,1.9006,1.4802,0.0,0.0,1.154,111.434,1.9449,0.346,0.654,-1.0,-0.346,left
26.394,1.0248,-0.9748,1.9006,1.6002,0.0,0.0,1.1319,120.553,2.104,0.3681,0.6319,-1.0,-0.3681,left
26.691,0.9888,-0.8761,1.9456,1.7203,0.0,0.0,1.1413,129.859,2.2665,0.3587,0.6413,-1.0,-0.3587,fast_left
26.988,0.9437,-0.7752,2.0356,1.8401,0.0,0.0,1.1851,139.148,2.4286,0.3149,0.6851,-1.0,-0.3149,fast_left
27.297,0.8797,-0.6668,2.17,1.9603,0.0,0.0,1.2697,148.323,2.5887,0.2303,0.7697,-1.0,-0.2303,fast_right
27.597,0.8007,-0.5688,2.3158,1.9197,0.0,3.1416,1.2553,26.942,0.4702,0.2447,0.7553,-0.0777,0.6776,fast_left
27.884,0.7097,-0.4817,2.4322,1.8,0.0,3.1416,1.192,23.838,0.416,0.308,0.692,0.0465,0.7384,fast_right
28.084,0.6434,-0.4302,2.524,1.7199,0.0,3.1416,1.1594,21.783,0.3802,0.3406,0.6594,0.1287,0.788,fast_right
28.285,0.5727,-0.3849,2.607,1.6399,0.0,3.1416,1.1346,19.831,0.3461,0.3654,0.6346,0.2067,0.8413,fast_right
28.485,0.4989,-0.3448,2.67,1.5599,0.0,3.1416,1.1156,18.001,0.3142,0.3844,0.6156,0.28,0.8956,right
28.784,0.3899,-0.2937,2.727,1.4399,0.0,3.1416,1.0903,15.625,0.2727,0.4097,0.5903,0.375,0.9653,fast_right
29.093,0.2882,-0.2502,2.739,1.3198,0.0,3.1416,1.0615,13.631,0.2379,0.4385,0.5615,0.4548,1.0162,fast_right
29.396,0.173,-0.1992,2.706,1.1998,0.0,3.1416,1.046,10.978,0.1916,0.454,0.546,0.5609,1.1068,fast_right
29.697,0.0609,-0.1418,2.628,1.0797,0.0,3.1416,1.0287,7.921,0.1382,0.4713,0.5287,0.6832,1.2119,fast_left
30.006,-0.0449,-0.0734,2.5134,0.9597,0.0,3.1416,1.0073,4.177,0.0729,0.4927,0.5073,0.8329,1.3402,fast_left
30.299,-0.1431,0.0055,2.4294,0.8397,0.0,3.1416,0.9828,0.321,0.0056,0.5172,0.4828,0.9872,1.47,fast_left
30.585,-0.2364,0.0902,2.3904,0.7199,0.0,3.1416,0.9606,5.386,0.094,0.5394,0.4606,0.7846,1.2451,left
30.885,-0.3243,0.1724,2.3964,0.5999,0.0,3.1416,0.9402,10.565,0.1844,0.5598,0.4402,0.5774,1.0176,fast_left
31.197,-0.4074,0.2454,2.4474,0.4797,0.0,3.1416,0.9204,15.462,0.2699,0.5796,0.4204,0.3815,0.802,fast_left
31.486,-0.5079,0.3213,2.5434,0.3599,0.0,3.1416,0.9254,20.315,0.3546,0.5746,0.4254,0.1874,0.6128,fast_left
31.8,-0.6167,0.3846,2.6824,0.2398,0.0,3.1416,0.9389,24.182,0.4221,0.5611,0.4389,0.0327,0.4716,fast_left
32.1,-0.7337,0.4312,2.8324,0.1195,0.0,3.1416,0.956,26.812,0.4679,0.544,0.456,-0.0725,0.3835,fast_left
32.385,-0.8563,0.4598,2.9824,0.0001,0.0,0.0,0.972,151.768,2.6489,0.528,0.472,-1.0,-0.528,fast_right
32.693,-0.9818,0.4699,3.1268,0.1203,0.0,0.0,1.198,156.907,2.7385,0.302,0.698,-1.0,-0.302,right
32.997,-1.102,0.4647,-3.0514,0.2402,0.0,0.0,1.4204,160.904,2.8083,0.0796,0.9204,-1.0,-0.0796,right
33.288,-1.2061,0.4515,-2.9914,0.3601,0.0,0.0,1.6301,163.92,2.8609,0.1301,0.8699,-1.0,-0.1301,right
33.596,-1.3098,0.4346,-2.9764,0.4802,0.0,0.0,1.842,166.354,2.9034,0.342,0.658,-1.0,-0.342,right
33.884,-1.4135,0.4186,-3.0064,0.6001,0.0,0.0,2.0567,168.257,2.9366,0.5567,0.4858,-1.0,-0.5142,right
34.085,-1.4831,0.4107,-3.0514,0.6801,0.0,0.0,2.2018,169.249,2.9539,0.7018,0.4495,-1.0,-0.5505,right
34.394,-1.588,0.4068,3.1268,0.8003,0.0,0.0,2.4226,170.334,2.9729,0.9226,0.3943,-1.0,-0.6057,right
34.697,-1.6925,0.4162,2.9824,0.9203,0.0,0.0,2.6456,170.949,2.9836,1.1456,0.3386,-1.0,-0.6614,right
34.985,-1.7944,0.441,2.8324,1.0401,0.0,0.0,2.8685,171.156,2.9872,1.3685,0.2829,-1.0,-0.7171,right
35.296,-1.8914,0.4809,2.6824,1.1603,0.0,0.0,3.0894,171.046,2.9853,1.5894,0.2277,-1.0,-0.7723,right
35.592,-1.9814,0.5347,2.5324,1.2803,0.0,0.0,3.3053,170.69,2.9791,1.8053,0.1737,-1.0,-0.8263,right
35.886,-2.0624,0.6014,2.3824,1.4001,0.0,0.0,3.5143,170.146,2.9696,2.0143,0.1214,-1.0,-0.8786,right
36.196,-2.1325,0.6795,2.2324,1.5203,0.0,0.0,3.7155,169.462,2.9577,2.2155,0.0711,-1.0,-0.9289,right
36.495,-2.1901,0.7671,2.0824,1.6403,0.0,0.0,3.9064,168.675,2.9439,2.4064,0.0234,-1.0,-0.9766,right
36.789,-2.234,0.8624,1.9324,1.7602,0.0,0.0,4.0862,167.816,2.9289,2.5862,0.0,-1.0,-1.0,fast_right
37.097,-2.2644,0.9686,1.7824,1.8803,0.0,0.0,4.2564,166.846,2.912,2.7564,0.0,-1.0,-1.0,right
37.395,-2.2806,1.0892,1.6324,1.9998,0.0,3.1416,4.4168,14.277,0.2492,2.9168,0.0,0.4289,0.4289,right
37.688,-2.2787,1.1941,1.4824,1.8799,0.0,3.1416,4.3266,16.021,0.2796,2.8266,0.0,0.3591,0.3591,right
37.991,-2.2611,1.2976,1.3324,1.7598,0.0,3.1416,4.2251,17.885,0.3121,2.7251,0.0,0.2846,0.2846,right
38.295,-2.2283,1.3972,1.1824,1.6397,0.0,3.1416,4.1126,19.86,0.3466,2.6126,0.0,0.2056,0.2056,right
38.584,-2.1809,1.4908,1.0324,1.5199,0.0,3.1416,3.9898,21.941,0.3829,2.4898,0.0026,0.1224,0.1249,right
38.885,-2.1201,1.5763,0.8824,1.3999,0.0,3.1416,3.8568,24.123,0.421,2.3568,0.0358,0.0351,0.0709,right
39.186,-2.0472,1.6517,0.7324,1.2799,0.0,3.1416,3.7145,26.401,0.4608,2.2145,0.0714,-0.0561,0.0153,right
39.493,-1.9638,1.7154,0.5824,1.1598,0.0,3.1416,3.5636,28.774,0.5022,2.0636,0.1091,-0.151,-0.0419,right
39.693,-1.9034,1.7506,0.4824,1.0797,0.0,3.1416,3.4588,30.406,0.5307,1.9588,0.1353,-0.2162,-0.0809,right
39.991,-1.8068,1.7917,0.3324,0.9598,0.0,3.1416,3.2961,32.927,0.5747,1.7961,0.176,-0.3171,-0.1411,fast_right
40.195,-1.739,1.811,0.2324,0.8798,0.0,3.1416,3.1839,34.666,0.605,1.6839,0.204,-0.3866,-0.1826,right
40.496,-1.6207,1.8292,0.0824,0.7597,0.0,3.1416,3.002,37.541,0.6552,1.502,0.2495,-0.5016,-0.2522,right
40.785,-1.5158,1.8295,-0.0676,0.6399,0.0,3.1416,2.8274,40.321,0.7037,1.3274,0.2932,-0.6128,-0.3197,right
41.102,-1.412,1.8141,-0.2176,0.5198,0.0,3.1416,2.65,43.2,0.754,1.15,0.3375,-0.728,-0.3905,right
41.397,-1.3117,1.7833,-0.3676,0.3997,0.0,3.1416,2.4717,46.178,0.806,0.9717,0.3821,-0.8471,-0.465,fast_right
41.694,-1.2135,1.7359,-0.5176,0.2798,0.0,3.1416,2.2897,49.298,0.8604,0.7897,0.4276,-0.9719,-0.5443,fast_right
41.989,-1.1094,1.665,-0.6676,0.1598,0.0,3.1416,2.0936,52.683,0.9195,0.5936,0.4766,-1.0,-0.5234,fast_right
42.291,-1.0171,1.5795,-0.8176,0.0398,0.0,3.1416,1.9004,56.213,0.9811,0.4004,0.5996,-1.0,-0.4004,left
42.701,-0.9418,1.4857,-0.962,0.08,0.0,0.0,1.8031,124.52,2.1733,0.3031,0.6969,-1.0,-0.3031,fast_left
42.857,-0.9418,1.4857,-0.962,0.1201,0.0,0.0,1.8261,125.554,2.1913,0.3261,0.6739,-1.0,-0.3261,fast_left
43.087,-0.8497,1.324,-1.112,0.2801,0.0,0.0,1.7405,130.476,2.2772,0.2405,0.7595,-1.0,-0.2405,fast_left
43.384,-0.7962,1.21,-1.142,0.4001,0.0,0.0,1.7014,134.673,2.3505,0.2014,0.7986,-1.0,-0.2014,fast_left
43.585,-0.7612,1.1336,-1.137,0.4801,0.0,0.0,1.681,137.595,2.4015,0.181,0.819,-1.0,-0.181,fast_left
43.885,-0.7059,1.0204,-1.092,0.6001,0.0,0.0,1.6573,141.999,2.4783,0.1573,0.8427,-1.0,-0.1573,fast_left
44.191,-0.643,0.9113,-1.002,0.7202,0.0,0.0,1.6397,146.237,2.5523,0.1397,0.8603,-1.0,-0.1397,fast_left
44.49,-0.5681,0.81,-0.8676,0.8401,0.0,0.0,1.6246,150.092,2.6196,0.1246,0.8754,-1.0,-0.1246,left
44.795,-0.4834,0.7246,-0.7176,0.9602,0.0,0.0,1.6153,153.347,2.6764,0.1153,0.8847,-1.0,-0.1153,left
45.095,-0.3991,0.6622,-0.5676,1.0802,0.0,0.0,1.6208,155.887,2.7207,0.1208,0.8792,-1.0,-0.1208,straight
45.386,-0.3027,0.6112,-0.4218,1.2001,0.0,0.0,1.6223,157.869,2.7553,0.1223,0.8777,-1.0,-0.1223,fast_left
45.685,-0.1756,0.5636,-0.3026,1.3201,0.0,0.0,1.5983,159.354,2.7812,0.0983,0.9017,-1.0,-0.0983,left
45.985,-0.0584,0.5363,-0.1568,1.4401,0.0,0.0,1.5916,160.308,2.7979,0.0916,0.9084,-1.0,-0.0916,left
46.299,0.0462,0.5282,-0.0068,1.5603,0.0,0.0,1.6036,160.767,2.8059,0.1036,0.8964,-1.0,-0.1036,fast_straight
46.59,0.155,0.5364,0.139,1.6801,0.0,0.0,1.6167,160.624,2.8034,0.1167,0.8833,-1.0,-0.1167,fast_right
46.887,0.288,0.5634,0.247,1.8002,0.0,0.0,1.6137,159.566,2.785,0.1137,0.8863,-1.0,-0.1137,fast_right
47.186,0.4089,0.5987,0.31,1.9201,0.0,0.0,1.6254,158.386,2.7644,0.1254,0.8746,-1.0,-0.1254,fast_right
47.488,0.5284,0.6387,0.328,1.9598,0.0,3.1416,1.5675,24.048,0.4197,0.0675,0.9325,0.0381,0.9706,right
47.785,0.6428,0.6764,0.301,1.8399,0.0,3.1416,1.375,29.466,0.5143,0.125,0.875,-0.1786,0.6963,straight
48.087,0.7494,0.7056,0.2402,1.7199,0.0,3.1416,1.1999,36.02,0.6287,0.3001,0.6999,-0.4408,0.2591,left
48.39,0.8848,0.7362,0.2132,1.5998,0.0,3.1416,1.0263,45.833,0.7999,0.4737,0.5263,-0.8333,-0.3071,left
48.685,0.9928,0.7602,0.2312,1.4799,0.0,3.1416,0.9029,57.344,1.0008,0.5971,0.4029,-1.0,-0.5971,fast_left
48.885,1.0612,0.7776,0.2682,1.3999,0.0,3.1416,0.8482,66.461,1.16,0.6518,0.3482,-1.0,-0.6518,fast_left
49.195,1.179,0.816,0.3612,1.2798,0.0,3.1416,0.8222,82.961,1.4479,0.6778,0.3222,-1.0,-0.6778,fast_left
49.485,1.2934,0.8686,0.498,1.1599,0.0,3.1416,0.8788,98.738,1.7233,0.6212,0.3788,-1.0,-0.6212,fast_right
49.8,1.3989,0.9372,0.6424,1.0397,0.0,3.1416,1.0037,110.969,1.9368,0.4963,0.5037,-1.0,-0.4963,fast_right
50.085,1.4951,1.0186,0.7474,0.9199,0.0,3.1416,1.1697,119.452,2.0848,0.3303,0.6697,-1.0,-0.3303,right
50.385,1.5805,1.1034,0.8074,0.7999,0.0,3.1416,1.3516,125.275,2.1865,0.1484,0.8516,-1.0,-0.1484,right
50.685,1.6522,1.1801,0.8224,0.6799,0.0,3.1416,1.5291,129.483,2.2599,0.0291,0.9709,-1.0,-0.0291,right
50.886,1.7002,1.2311,0.8074,0.5999,0.0,3.1416,1.6511,131.786,2.3001,0.1511,0.8489,-1.0,-0.1511,right
51.184,1.7749,1.3049,0.7474,0.4799,0.0,3.1416,1.8383,134.78,2.3524,0.3383,0.6617,-1.0,-0.3383,right
51.617,1.8555,1.3721,0.6424,0.3598,0.0,3.1416,2.0297,137.467,2.3993,0.5297,0.4926,-1.0,-0.5074,right
51.773,1.8555,1.3721,0.6424,0.3199,0.0,3.1416,2.0592,138.217,2.4123,0.5592,0.4852,-1.0,-0.5148,right
51.985,2.0071,1.4585,0.398,0.1599,0.0,3.1416,2.3536,141.708,2.4733,0.8536,0.4116,-1.0,-0.5884,right
52.289,2.1068,1.4913,0.248,0.0399,0.0,3.1416,2.5487,144.19,2.5166,1.0487,0.3628,-1.0,-0.6372,right
52.593,2.2102,1.5088,0.098,0.0802,0.0,0.0,2.6103,35.312,0.6163,1.1103,0.3474,-0.4125,-0.065,right
52.894,2.3151,1.5107,-0.052,0.2003,0.0,0.0,2.599,35.54,0.6203,1.099,0.3503,-0.4216,-0.0713,fast_right
53.19,2.4246,1.4959,-0.202,0.3201,0.0,0.0,2.5819,35.405,0.6179,1.0819,0.3545,-0.4162,-0.0617,fast_right
53.494,2.5455,1.4608,-0.352,0.4402,0.0,0.0,2.5625,34.756,0.6066,1.0625,0.3594,-0.3903,-0.0309,fast_right
53.785,2.6598,1.4081,-0.502,0.5601,0.0,0.0,2.5282,33.846,0.5907,1.0282,0.368,-0.3539,0.0141,fast_right
54.088,2.765,1.3389,-0.652,0.6802,0.0,0.0,2.4777,32.71,0.5709,0.9777,0.3806,-0.3084,0.0722,right
54.385,2.8546,1.2587,-0.802,0.8,0.0,0.0,2.4095,31.493,0.5497,0.9095,0.3976,-0.2597,0.1379,fast_right
54.585,2.9008,1.2054,-0.902,0.8801,0.0,0.0,2.353,30.816,0.5378,0.853,0.4118,-0.2326,0.1791,fast_right
54.785,2.948,1.1383,-1.002,0.9601,0.0,0.0,2.2908,29.796,0.52,0.7908,0.4273,-0.1919,0.2355,fast_right
55.096,3.0071,1.0272,-1.152,1.0803,0.0,0.0,2.1835,28.062,0.4898,0.6835,0.4541,-0.1225,0.3316,fast_right
55.392,3.0489,0.9085,-1.302,1.2002,0.0,0.0,2.0599,26.169,0.4567,0.5599,0.485,-0.0468,0.4383,fast_right
55.689,3.0725,0.7848,-1.452,1.3202,0.0,0.0,1.9201,24.126,0.4211,0.4201,0.5799,0.035,0.6149,fast_left
55.986,3.0776,0.659,-1.5964,1.4401,0.0,0.0,1.7651,21.923,0.3826,0.2651,0.7349,0.1231,0.858,fast_left
