elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action
8.748,4.9544,-0.9871,0.1406,2.5,-0.6399,1.5708,2.4789,98.051,1.7113,0.9789,0.3803,-1.0,-0.6197,left
8.988,5.0232,-0.9742,0.2256,2.5,-0.5599,1.5708,2.557,99.324,1.7335,1.057,0.3607,-1.0,-0.6393,left
9.15,5.0905,-0.9549,0.325,2.5,-0.4799,1.5708,2.6336,100.39,1.7521,1.1336,0.3416,-1.0,-0.6584,left
9.459,5.1869,-0.9135,0.475,2.5,-0.3598,1.5708,2.7434,101.646,1.7741,1.2434,0.3142,-1.0,-0.6858,left
9.758,5.276,-0.8583,0.625,2.5,-0.2398,1.5708,2.8441,102.56,1.79,1.3441,0.289,-1.0,-0.711,left
10.059,5.3559,-0.7903,0.775,2.5,-0.1197,1.5708,2.9336,103.214,1.8014,1.4336,0.2666,-1.0,-0.7334,left
10.36,5.4248,-0.7111,0.925,2.5,0.0003,1.5708,3.0101,103.671,1.8094,1.5101,0.2475,-1.0,-0.7525,left
10.648,5.481,-0.6226,1.075,2.5,0.1201,1.5708,3.0721,103.99,1.815,1.5721,0.232,-1.0,-0.768,left
10.959,5.5234,-0.5266,1.225,2.5,0.2403,1.5708,3.1191,104.233,1.8192,1.6191,0.2202,-1.0,-0.7798,left
11.248,5.5509,-0.4254,1.375,2.5,0.3601,1.5708,3.1504,104.437,1.8228,1.6504,0.2124,-1.0,-0.7876,left
11.449,5.5608,-0.3561,1.475,2.5,0.4401,1.5708,3.1626,104.581,1.8253,1.6626,0.2093,-1.0,-0.7907,left
11.75,5.5624,-0.2512,1.625,2.5,0.5601,1.5708,3.1681,104.838,1.8298,1.6681,0.208,-1.0,-0.792,fast_left
12.06,5.5474,-0.1418,1.775,2.5,0.6803,1.5708,3.1563,105.096,1.8343,1.6563,0.2109,-1.0,-0.7891,fast_left
12.36,5.5121,-0.0209,1.925,2.5,0.8003,1.5708,3.122,105.25,1.837,1.622,0.2195,-1.0,-0.7805,fast_left
12.649,5.4591,0.0933,2.075,2.5,0.9201,1.5708,3.0724,105.611,1.8433,1.5724,0.2319,-1.0,-0.7681,fast_left
12.961,5.3897,0.1983,2.225,2.4597,1.0,3.1416,3.0376,164.697,2.8745,1.5376,0.2406,-1.0,-0.7594,fast_left
13.259,5.3053,0.2917,2.375,2.3397,1.0,3.1416,3.049,166.568,2.9072,1.549,0.2377,-1.0,-0.7623,fast_left
13.556,5.208,0.3715,2.525,2.2198,1.0,3.1416,3.0535,168.123,2.9343,1.5535,0.2366,-1.0,-0.7634,fast_left
13.859,5.0998,0.4359,2.675,2.0997,1.0,3.1416,3.0526,169.351,2.9557,1.5526,0.2368,-1.0,-0.7632,fast_left
14.148,4.9832,0.4833,2.825,1.9799,1.0,3.1416,3.0474,170.239,2.9712,1.5474,0.2381,-1.0,-0.7619,fast_left
14.459,4.8608,0.5129,2.975,1.8598,1.0,3.1416,3.0403,170.78,2.9807,1.5403,0.2399,-1.0,-0.7601,fast_left
14.75,4.7354,0.5237,3.125,1.7399,1.0,3.1416,3.0331,170.966,2.9839,1.5331,0.2417,-1.0,-0.7583,fast_left
15.049,4.6098,0.5158,-3.0082,1.6199,1.0,3.1416,3.0288,170.8,2.981,1.5288,0.2428,-1.0,-0.7572,straight
15.249,4.5267,0.4999,-2.9088,1.5399,1.0,3.1416,3.0284,170.495,2.9757,1.5284,0.2429,-1.0,-0.7571,fast_right
15.56,4.3917,0.4581,-2.7888,1.4198,1.0,3.1416,3.0209,169.667,2.9612,1.5209,0.2448,-1.0,-0.7552,fast_right
15.857,4.2755,0.4095,-2.7138,1.2998,1.0,3.1416,3.0337,168.776,2.9457,1.5337,0.2416,-1.0,-0.7584,fast_right
16.162,4.1619,0.355,-2.6838,1.1797,1.0,3.1416,3.0512,167.795,2.9286,1.5512,0.2372,-1.0,-0.7628,right
16.461,4.0537,0.3022,-2.6988,1.0597,1.0,3.1416,3.0742,166.88,2.9126,1.5742,0.2314,-1.0,-0.7686,right
16.751,3.9576,0.2599,-2.7588,0.9399,1.0,3.1416,3.1071,166.22,2.9011,1.6071,0.2232,-1.0,-0.7768,fast_right
16.958,3.8913,0.2358,-2.8238,0.8598,1.0,3.1416,3.1263,165.851,2.8946,1.6263,0.2184,-1.0,-0.7816,fast_right
17.248,3.7712,0.2053,-2.9582,0.7399,1.0,3.1416,3.1337,165.309,2.8852,1.6337,0.2166,-1.0,-0.7834,fast_straight
17.449,3.6873,0.1945,-3.0576,0.6599,1.0,3.1416,3.1328,165.1,2.8815,1.6328,0.2168,-1.0,-0.7832,fast_left
17.75,3.5426,0.1921,3.1056,0.5399,1.0,3.1416,3.1095,164.942,2.8788,1.6095,0.2226,-1.0,-0.7774,left
18.058,3.422,0.2016,3.0306,0.5,0.9197,-1.5708,3.009,76.193,1.3298,1.509,0.2478,-1.0,-0.7522,fast_left
18.358,3.3124,0.2161,3.0006,0.5,0.7998,-1.5708,2.8723,78.275,1.3662,1.3723,0.2819,-1.0,-0.7181,fast_left
18.658,3.1875,0.2333,3.0156,0.5,0.6797,-1.5708,2.7244,80.567,1.4062,1.2244,0.3189,-1.0,-0.6811,fast_left
18.959,3.0622,0.2455,3.0756,0.5,0.5597,-1.5708,2.5813,83.009,1.4488,1.0813,0.3547,-1.0,-0.6453,fast_left
19.259,2.9362,0.2473,-3.1026,0.5,0.4398,-1.5708,2.4438,85.482,1.4919,0.9438,0.389,-1.0,-0.611,fast_left
19.557,2.8112,0.2329,-2.9582,0.5,0.3198,-1.5708,2.3128,87.848,1.5332,0.8128,0.4218,-1.0,-0.5782,fast_left
19.858,2.6896,0.2002,-2.8082,0.5,0.1997,-1.5708,2.1896,90.011,1.571,0.6896,0.4526,-1.0,-0.5474,fast_straight
20.149,2.5693,0.1472,-2.6638,0.5,0.0799,-1.5708,2.0704,91.864,1.6033,0.5704,0.4824,-1.0,-0.5176,fast_straight
20.453,2.4243,0.0605,-2.5588,0.5,-0.0402,-1.5708,1.9269,92.994,1.623,0.4269,0.5731,-1.0,-0.4269,fast_straight
20.758,2.2777,-0.0439,-2.4988,0.5,-0.1602,-1.5708,1.7815,93.744,1.6361,0.2815,0.7185,-1.0,-0.2815,fast_left
21.059,2.1395,-0.1503,-2.4726,0.5,-0.2803,-1.5708,1.6447,94.531,1.6499,0.1447,0.8553,-1.0,-0.1447,left
21.357,2.0359,-0.2368,-2.4126,0.5,-0.4003,-1.5708,1.5446,96.074,1.6768,0.0446,0.9554,-1.0,-0.0446,left
21.66,1.961,-0.3111,-2.3076,0.5,-0.5203,-1.5708,1.4759,98.147,1.713,0.0241,0.9759,-1.0,-0.0241,left
21.958,1.8965,-0.3939,-2.1632,0.5,-0.6402,-1.5708,1.4181,100.003,1.7454,0.0819,0.9181,-1.0,-0.0819,left
22.262,1.8451,-0.4853,-2.0132,0.5,-0.7603,-1.5708,1.3729,101.554,1.7725,0.1271,0.8729,-1.0,-0.1271,left
22.56,1.8079,-0.5834,-1.8632,0.5,-0.8802,-1.5708,1.3411,102.785,1.7939,0.1589,0.8411,-1.0,-0.1589,left
22.858,1.7858,-0.686,-1.7132,0.5003,-1.0,0.0,1.3233,13.727,0.2396,0.1767,0.8233,0.4509,1.2742,left
23.16,1.7792,-0.7907,-1.5632,0.6203,-1.0,0.0,1.1777,10.238,0.1787,0.3223,0.6777,0.5905,1.2682,left
23.459,1.7884,-0.8952,-1.4132,0.7403,-1.0,0.0,1.0534,5.711,0.0997,0.4466,0.5534,0.7715,1.3249,left
23.749,1.8131,-0.9971,-1.2632,0.8601,-1.0,0.0,0.9531,0.173,0.003,0.5469,0.4531,0.9931,1.4461,left
24.049,1.8528,-1.0942,-1.1132,0.9801,-1.0,0.0,0.8778,6.164,0.1076,0.6222,0.3778,0.7534,1.1312,left
24.36,1.9065,-1.1844,-0.9632,1.1003,-1.0,0.0,0.827,12.881,0.2248,0.673,0.327,0.4848,0.8118,left
24.649,1.9731,-1.2654,-0.8132,1.22,-1.0,0.0,0.7984,19.416,0.3389,0.7016,0.2984,0.2234,0.5218,fast_left
24.849,2.0243,-1.3139,-0.7132,1.3001,-1.0,0.0,0.7894,23.434,0.409,0.7106,0.2894,0.0626,0.352,fast_left
25.149,2.1243,-1.3871,-0.5632,1.4201,-1.0,0.0,0.8036,28.801,0.5027,0.6964,0.3036,-0.152,0.1515,fast_left
25.349,2.1976,-1.428,-0.4632,1.5001,-1.0,0.0,0.8183,31.534,0.5504,0.6817,0.3183,-0.2613,0.057,fast_left
25.559,2.2747,-1.4613,-0.3632,1.5803,-1.0,0.0,0.8337,33.598,0.5864,0.6663,0.3337,-0.3439,-0.0103,fast_left
25.861,2.3955,-1.4965,-0.2132,1.7002,-1.0,0.0,0.8544,35.529,0.6201,0.6456,0.3544,-0.4212,-0.0668,fast_left
26.149,2.5203,-1.5132,-0.0632,1.8201,-1.0,0.0,0.8681,36.239,0.6325,0.6319,0.3681,-0.4496,-0.0814,fast_left
26.349,2.6043,-1.5139,0.0368,1.9001,-1.0,0.0,0.8718,36.12,0.6304,0.6282,0.3718,-0.4448,-0.073,fast_left
26.606,2.6879,-1.5062,0.1368,1.9803,-1.0,0.0,0.87,35.578,0.621,0.63,0.37,-0.4231,-0.0531,fast_left
26.76,2.6879,-1.5062,0.1368,2.0201,-1.0,0.0,0.838,37.162,0.6486,0.662,0.338,-0.4865,-0.1485,fast_left
27.059,2.8899,-1.451,0.3868,2.1803,-1.0,0.0,0.8408,32.434,0.5661,0.6592,0.3408,-0.2974,0.0435,fast_straight
27.362,3.0073,-1.3917,0.5312,2.3004,-1.0,0.0,0.8082,28.99,0.506,0.6918,0.3082,-0.1596,0.1486,fast_left
27.649,3.1397,-1.3024,0.6474,2.4201,-1.0,0.0,0.7806,22.793,0.3978,0.7194,0.2806,0.0883,0.3689,fast_left
27.959,3.2385,-1.2157,0.7918,2.5,-0.9598,1.5708,0.7816,109.111,1.9043,0.7184,0.2816,-1.0,-0.7184,fast_right
28.26,3.3196,-1.1194,0.9362,2.5,-0.8397,1.5708,0.866,108.843,1.8997,0.634,0.366,-1.0,-0.634,fast_right
28.561,3.3881,-1.0137,1.0412,2.5,-0.7197,1.5708,0.9355,108.313,1.8904,0.5645,0.4355,-1.0,-0.5645,fast_right
28.861,3.4478,-0.9028,1.1012,2.5,-0.5998,1.5708,0.9951,107.728,1.8802,0.5049,0.4951,-1.0,-0.5049,fast_right
29.149,3.5035,-0.7897,1.1162,2.5,-0.4799,1.5708,1.0503,107.156,1.8702,0.4497,0.5503,-1.0,-0.4497,fast_right
29.46,3.5602,-0.6772,1.0862,2.5,-0.3597,1.5708,1.1068,106.672,1.8618,0.3932,0.6068,-1.0,-0.3932,fast_right
29.749,3.6229,-0.568,1.0112,2.5,-0.2399,1.5708,1.1699,106.286,1.855,0.3301,0.6699,-1.0,-0.3301,fast_right
29.949,3.6703,-0.4986,0.9362,2.5,-0.1599,1.5708,1.2183,106.14,1.8525,0.2817,0.7183,-1.0,-0.2817,fast_right
30.259,3.7523,-0.4031,0.7918,2.5,-0.0397,1.5708,1.304,106.181,1.8532,0.196,0.804,-1.0,-0.196,fast_left
30.563,3.8475,-0.3208,0.6474,2.5,0.0803,1.5708,1.406,106.575,1.8601,0.094,0.906,-1.0,-0.094,left
30.86,3.9476,-0.2539,0.5424,2.5,0.2003,1.5708,1.5172,107.42,1.8748,0.0172,0.9828,-1.0,-0.0172,left
31.151,4.0394,-0.2029,0.4824,2.5,0.3201,1.5708,1.6258,108.768,1.8984,0.1258,0.8742,-1.0,-0.1258,left
31.461,4.133,-0.1553,0.4674,2.5,0.4403,1.5708,1.7382,110.04,1.9206,0.2382,0.7618,-1.0,-0.2382,left
31.752,4.2261,-0.1069,0.4974,2.5,0.5601,1.5708,1.8505,111.128,1.9395,0.3505,0.6495,-1.0,-0.3505,left
32.058,4.3165,-0.0535,0.5724,2.5,0.6803,1.5708,1.9591,111.995,1.9547,0.4591,0.5409,-1.0,-0.4591,left
32.359,4.4011,0.0086,0.6924,2.5,0.8003,1.5708,2.0594,112.608,1.9654,0.5594,0.4852,-1.0,-0.5148,left
32.65,4.4763,0.0817,0.8418,2.5,0.9201,1.5708,2.1468,112.987,1.972,0.6468,0.4633,-1.0,-0.5367,left
32.96,4.5397,0.1653,0.9918,2.4597,1.0,3.1416,2.2412,158.134,2.76,0.7412,0.4397,-1.0,-0.5603,left
33.26,4.5899,0.2574,1.1418,2.3398,1.0,3.1416,2.3695,161.736,2.8228,0.8695,0.4076,-1.0,-0.5924,left
33.456,4.6155,0.3226,1.2418,2.2597,1.0,3.1416,2.4512,163.956,2.8616,0.9512,0.3872,-1.0,-0.6128,left
33.758,4.6413,0.4242,1.3918,2.1398,1.0,3.1416,2.567,167.038,2.9154,1.067,0.3583,-1.0,-0.6417,left
34.057,4.6517,0.5286,1.5418,2.0198,1.0,3.1416,2.6738,169.846,2.9644,1.1738,0.3316,-1.0,-0.6684,left
34.358,4.6463,0.6334,1.6918,1.8997,1.0,3.1416,2.7709,172.397,3.0089,1.2709,0.3073,-1.0,-0.6927,fast_left
34.649,4.624,0.7416,1.8418,1.7799,1.0,3.1416,2.8558,174.809,3.051,1.3558,0.286,-1.0,-0.714,fast_left
34.849,4.5971,0.8211,1.9418,1.6999,1.0,3.1416,2.9027,176.467,3.0799,1.4027,0.2743,-1.0,-0.7257,fast_left
35.148,4.5422,0.9344,2.0918,1.5799,1.0,3.1416,2.963,178.732,3.1195,1.463,0.2593,-1.0,-0.7407,fast_left
35.349,4.4965,1.0048,2.1918,1.4999,1.0,3.1416,2.9966,179.907,3.14,1.4966,0.2509,-1.0,-0.7491,fast_left
35.66,4.4153,1.101,2.3418,1.3796,1.0,3.1416,3.0374,178.094,3.1083,1.5374,0.2407,-1.0,-0.7593,fast_left
36.006,4.3206,1.184,2.4918,1.2597,1.0,3.1416,3.0665,176.559,3.0815,1.5665,0.2334,-1.0,-0.7666,fast_left
36.161,4.3206,1.184,2.4918,1.2199,1.0,3.1416,3.1062,176.603,3.0823,1.6062,0.2235,-1.0,-0.7765,fast_left
36.459,4.1388,1.2881,2.7418,1.0597,1.0,3.1416,3.0926,174.655,3.0483,1.5926,0.2269,-1.0,-0.7731,fast_left
36.759,4.0193,1.3276,2.8918,0.9397,1.0,3.1416,3.097,173.927,3.0356,1.597,0.2258,-1.0,-0.7742,fast_left
37.054,3.8953,1.3489,3.0418,0.8198,1.0,3.1416,3.0952,173.528,3.0286,1.5952,0.2262,-1.0,-0.7738,fast_left
37.361,3.7694,1.3514,-3.0914,0.6997,1.0,3.1416,3.0898,173.47,3.0276,1.5898,0.2276,-1.0,-0.7724,left
37.66,3.6501,1.3361,-2.9414,0.5797,1.0,3.1416,3.0887,173.754,3.0326,1.5887,0.2278,-1.0,-0.7722,fast_straight
37.95,3.544,1.3054,-2.797,0.5,0.9599,-1.5708,3.0635,96.475,1.6838,1.5635,0.2341,-1.0,-0.7659,fast_left
38.261,3.4165,1.2505,-2.6808,0.5,0.8397,-1.5708,2.9453,98.018,1.7107,1.4453,0.2637,-1.0,-0.7363,fast_left
38.56,3.3083,1.1862,-2.5364,0.5,0.7197,-1.5708,2.8468,99.431,1.7354,1.3468,0.2883,-1.0,-0.7117,fast_left
38.859,3.2108,1.1065,-2.3864,0.5,0.5997,-1.5708,2.7578,100.589,1.7556,1.2578,0.3106,-1.0,-0.6894,fast_straight
39.161,3.1227,1.009,-2.242,0.5,0.4797,-1.5708,2.6756,101.409,1.7699,1.1756,0.3311,-1.0,-0.6689,fast_right
39.46,3.031,0.8782,-2.137,0.5,0.3597,-1.5708,2.5836,101.576,1.7728,1.0836,0.3541,-1.0,-0.6459,fast_right
39.759,2.9643,0.7647,-2.077,0.5,0.2397,-1.5708,2.5196,102.026,1.7807,1.0196,0.3701,-1.0,-0.6299,fast_right
40.059,2.9045,0.6538,-2.062,0.5,0.1198,-1.5708,2.4631,102.521,1.7893,0.9631,0.3842,-1.0,-0.6158,fast_right
40.349,2.8438,0.5435,-2.092,0.5,-0.0001,-1.5708,2.406,103.057,1.7987,0.906,0.3985,-1.0,-0.6015,fast_right
40.65,2.7771,0.4366,-2.167,0.5,-0.1201,-1.5708,2.3442,103.737,1.8106,0.8442,0.414,-1.0,-0.586,fast_straight
40.965,2.6969,0.3323,-2.2758,0.5,-0.2401,-1.5708,2.2703,104.603,1.8257,0.7703,0.4324,-1.0,-0.5676,fast_straight
41.249,2.5817,0.2087,-2.3508,0.5,-0.3601,-1.5708,2.158,105.281,1.8375,0.658,0.4605,-1.0,-0.5395,fast_straight
41.559,2.4527,0.0832,-2.3808,0.5,-0.4803,-1.5708,2.0324,106.098,1.8518,0.5324,0.4919,-1.0,-0.5081,fast_straight
41.849,2.3222,-0.0408,-2.3814,0.5,-0.6001,-1.5708,1.9061,107.063,1.8686,0.4061,0.5939,-1.0,-0.4061,fast_left
42.048,2.2357,-0.1231,-2.3808,0.5,-0.6801,-1.5708,1.8229,107.791,1.8813,0.3229,0.6771,-1.0,-0.3229,fast_left
42.248,2.1601,-0.196,-2.3658,0.5,-0.7601,-1.5708,1.7534,108.769,1.8984,0.2534,0.7466,-1.0,-0.2534,fast_left
42.448,2.0991,-0.2579,-2.3308,0.5,-0.8401,-1.5708,1.7017,110.005,1.9199,0.2017,0.7983,-1.0,-0.2017,fast_left
